,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
78,"{'ltable_description': 0.08169793799683295, 'ltable_name': 0.11620492909635813, 'ltable_price': 0.11842919396830126, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.11882644616640525, 'type': 'shap'}",0.0,6.2718234319472685,1.0,[0.2731156 0.7268844],491-654,"[0.72828186, 0.72828186]","[0.7224135, 0.72206527]",shap
79,"{'ltable_description': 0.13059040301293134, 'ltable_name': 0.0, 'ltable_price': 0.1352025362327694, 'rtable_description': -0.03303126829117525, 'rtable_name': 0.17661079405993219, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.275515560002532,1.0,[0.2820362 0.7179638],476-1071,"[0.695066, 0.7131116]","[0.6308992, 0.6238072]",shap
80,"{'ltable_description': 0.07019640257315986, 'ltable_name': 0.10158023783138798, 'ltable_price': 0.2114061141546284, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.06719633515392037, 'type': 'shap'}",0.0,6.48490295704687,1.0,[0.21041094 0.78958905],525-548,"[0.78958905, 0.7891923]","[0.7800234, 0.778223]",shap
81,"{'ltable_description': -0.17201704067667756, 'ltable_name': 0.15747292827085124, 'ltable_price': 0.16474756525349377, 'rtable_description': 0.0, 'rtable_name': 0.3082459543230608, 'rtable_price': -0.09977921600194317, 'type': 'shap'}",0.0,5.631229751976207,1.0,[0.26641095 0.73358905],593-235,"[0.7385819, 0.727217]","[0.74191624, 0.7372051]",shap
82,"{'ltable_description': 0.0781996927559377, 'ltable_name': 0.28231351825098205, 'ltable_price': 0.09886126259466, 'rtable_description': 0.0, 'rtable_name': -0.17429094341893997, 'rtable_price': 0.056262869005401894, 'type': 'shap'}",0.0,5.847174399998039,1.0,[0.2734107 0.7265893],78-445,"[0.72334725, 0.7187493]","[0.72744244, 0.7194297]",shap
83,"{'ltable_description': 0.14334746787352348, 'ltable_name': -0.1354681740545515, 'ltable_price': -0.01200617608739376, 'rtable_description': 0.24628824369676086, 'rtable_name': 0.1351913692034892, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.660706691967789,1.0,[0.3006935 0.6993065],644-724,"[0.6795858, 0.6795858]","[0.7011603, 0.73534226]",shap
84,"{'ltable_description': 0.0, 'ltable_name': 0.09302918248706388, 'ltable_price': 0.11676273233360718, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.761741294001695,1.0,[0.35431853 0.64568156],288-13,"[0.6384312, 0.64186084]","[0.6264401, 0.63666147]",shap
85,"{'ltable_description': 0.18428336896002293, 'ltable_name': 0.0, 'ltable_price': 0.080360671505332, 'rtable_description': 0.07993895895779132, 'rtable_name': 0.04804062001407139, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.255567374988459,1.0,[0.3262277 0.6737723],547-879,"[0.7379165, 0.7478193]","[0.6985378, 0.6852163]",shap
86,"{'ltable_description': -0.3968843562901019, 'ltable_name': 0.1967711974680426, 'ltable_price': 0.19669439405202868, 'rtable_description': 0.1967355668544769, 'rtable_name': 0.002522521317005033, 'rtable_price': 0.197450199127197, 'type': 'shap'}",0.0,5.818726958008483,1.0,[0.30989522 0.6901048 ],427-637,"[0.6901048, 0.69039345]","[0.67861617, 0.68115306]",shap
87,"{'ltable_description': 0.05780251157946062, 'ltable_name': 0.20596889186567727, 'ltable_price': 0.16622896626922815, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': -0.010461021231280454, 'type': 'shap'}",0.0,5.981849114992656,1.0,[0.26238778 0.73761225],948-736,"[0.7382191, 0.7382191]","[0.7352614, 0.7315643]",shap
88,"{'ltable_description': 0.16344945394882443, 'ltable_name': 0.06638462521411753, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.15355892656577963, 'type': 'shap'}",0.0,5.83967603702331,1.0,[0.2971204 0.7028796],1039-968,"[0.72652996, 0.7406398]","[0.7210382, 0.71350694]",shap
89,"{'ltable_description': 0.23266101674600081, 'ltable_name': 0.08019911197098817, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.10811902956529096, 'type': 'shap'}",0.0,6.021222603041679,1.0,[0.24302556 0.7569744 ],273-88,"[0.76353925, 0.76353925]","[0.7634654, 0.7566153]",shap
90,"{'ltable_description': 0.030260192396549174, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.08807533346689661, 'rtable_name': 0.049384254595408184, 'rtable_price': 0.13212712322290107, 'type': 'shap'}",0.0,6.077178539009765,1.0,[0.29337054 0.7066295 ],243-328,"[0.7066295, 0.7047039]","[0.6958137, 0.69880575]",shap
91,"{'ltable_description': 0.0, 'ltable_name': -0.08830606631437898, 'ltable_price': 0.19058366000652305, 'rtable_description': 0.0, 'rtable_name': 0.12890576342741633, 'rtable_price': 0.13667316150665265, 'type': 'shap'}",0.0,5.552725346991792,1.0,[0.26664734 0.7333526 ],110-86,"[0.7245461, 0.7245461]","[0.7055168, 0.7268092]",shap
92,"{'ltable_description': 0.1079699975252151, 'ltable_name': -0.2874807526916263, 'ltable_price': 0.0, 'rtable_description': 0.14455037057399733, 'rtable_name': 0.0978453426808119, 'rtable_price': 0.14461867481470103, 'type': 'shap'}",0.0,5.904287162993569,1.0,[0.34772167 0.6522783 ],160-13,"[0.6646393, 0.6640645]","[0.6383655, 0.63833845]",shap
93,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': -0.01954848644526111, 'rtable_description': 0.0, 'rtable_name': 0.2593022742478744, 'rtable_price': 0.21751178414925285, 'type': 'shap'}",0.0,6.056882647972088,1.0,[0.3084859 0.6915141],904-511,"[0.68775505, 0.6848989]","[0.6869386, 0.6810676]",shap
94,"{'ltable_description': -0.23597950056195272, 'ltable_name': 0.0, 'ltable_price': 0.15122071117162705, 'rtable_description': 0.1508920350670816, 'rtable_name': 0.11353741526603711, 'rtable_price': 0.1502486337721346, 'type': 'shap'}",0.0,6.958038736018352,1.0,[0.430105  0.5698951],982-1037,"[0.5504099, 0.5484793]","[0.56403506, 0.56375915]",shap
95,"{'ltable_description': 0.20370932027697558, 'ltable_name': 0.20845289498567576, 'ltable_price': 0.20843687415122997, 'rtable_description': 0.20817798161506654, 'rtable_name': -0.439748982578516, 'rtable_price': 0.0, 'type': 'shap'}",0.0,7.31275361898588,1.0,[0.29369068 0.7063093 ],481-907,"[0.7060957, 0.72885096]","[0.7030063, 0.6944844]",shap
96,"{'ltable_description': 0.2752035327946267, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.014200970399670526, 'rtable_price': 0.15458872369149834, 'type': 'shap'}",0.0,6.315033211023547,1.0,[0.29764986 0.70235014],907-625,"[0.712521, 0.7082948]","[0.7205663, 0.7061201]",shap
97,"{'ltable_description': 0.0, 'ltable_name': 0.1761716468295743, 'ltable_price': 0.005597655869299334, 'rtable_description': 0.11593969718102493, 'rtable_name': 0.1608556553048472, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.863424193987157,1.0,[0.27132422 0.7286758 ],577-418,"[0.7174105, 0.7174105]","[0.7195804, 0.6901544]",shap
98,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.07886396475813606, 'rtable_name': 0.09273346534281068, 'rtable_price': 0.13383687258669819, 'type': 'shap'}",0.0,6.119454806030262,1.0,[0.29727542 0.7027246 ],561-699,"[0.7027246, 0.7217812]","[0.69088805, 0.7458781]",shap
99,"{'ltable_description': 0.0, 'ltable_name': 0.0555993539933115, 'ltable_price': 0.1336089487746359, 'rtable_description': 0.0520894886273891, 'rtable_name': 0.0, 'rtable_price': 0.08783841749653207, 'type': 'shap'}",0.0,5.810856839991175,1.0,[0.3837746 0.6162254],181-132,"[0.6162254, 0.6162254]","[0.6039077, 0.59774894]",shap
100,"{'ltable_description': 0.1473225964307785, 'ltable_name': -0.027538671702146855, 'ltable_price': 0.0, 'rtable_description': 0.11844366827607122, 'rtable_name': 0.10832385745644624, 'rtable_price': 0.082122607856989, 'type': 'shap'}",0.0,6.337556222977582,1.0,[0.3447973 0.6552026],539-662,"[0.66365474, 0.66365474]","[0.6637736, 0.6668949]",shap
101,"{'ltable_description': 0.14180567560096582, 'ltable_name': 0.0698583730558556, 'ltable_price': 0.0749570069710413, 'rtable_description': 0.0, 'rtable_name': 0.16220080313583202, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.195734205015469,1.0,[0.297627 0.702373],829-691,"[0.7061047, 0.7178731]","[0.7245177, 0.7480154]",shap
102,"{'ltable_description': 0.05498942863941199, 'ltable_name': 0.08607473355531689, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.19354238593578338, 'rtable_price': 0.08744829517602914, 'type': 'shap'}",0.0,6.798592286999337,1.0,[0.24111407 0.7588859 ],1023-81,"[0.7163542, 0.7038545]","[0.5641649, 0.54799676]",shap
103,"{'ltable_description': 0.1293491417061199, 'ltable_name': 0.0, 'ltable_price': 0.2716670027862894, 'rtable_description': 0.08925695808367307, 'rtable_name': -0.07758393710309808, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.971425159950741,1.0,[0.37447757 0.6255224 ],719-780,"[0.6255224, 0.6349759]","[0.6150491, 0.62599504]",shap
104,"{'ltable_description': 0.17242231108174483, 'ltable_name': 0.2060802559215243, 'ltable_price': 0.0, 'rtable_description': 0.1898024622225525, 'rtable_name': -0.03295725340890421, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.415968373999931,1.0,[0.29969466 0.70030534],682-893,"[0.699797, 0.6917723]","[0.69451773, 0.6994314]",shap
105,"{'ltable_description': 0.0, 'ltable_name': 0.18347152610619857, 'ltable_price': 0.053329078356424975, 'rtable_description': 0.0, 'rtable_name': 0.20074971795082094, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.2608280800050125,1.0,[0.29571128 0.7042888 ],804-666,"[0.7034657, 0.7034657]","[0.70405924, 0.6862429]",shap
106,"{'ltable_description': 0.1254843901693821, 'ltable_name': 0.0, 'ltable_price': 0.11558184334635732, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.824483771983068,1.0,[0.36104298 0.6389571 ],811-797,"[0.6470902, 0.6481004]","[0.65095615, 0.6494953]",shap
107,"{'ltable_description': 0.11084541720422836, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.09222016788341778, 'rtable_name': 0.0, 'rtable_price': 0.069634979177605, 'type': 'shap'}",0.0,5.747530183987692,1.0,[0.4581522 0.5418478],840-676,"[0.5497998, 0.5497998]","[0.5510404, 0.5510924]",shap
108,"{'ltable_description': 0.07722108095884328, 'ltable_name': 0.0, 'ltable_price': 0.09247587889432907, 'rtable_description': 0.1366524527966976, 'rtable_name': 0.08041930213570592, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.956123167008627,1.0,[0.3353486 0.6646514],830-289,"[0.62652767, 0.6328254]","[0.65428126, 0.6380821]",shap
109,"{'ltable_description': 0.0, 'ltable_name': 0.15048697499518707, 'ltable_price': 0.12076957693759427, 'rtable_description': 0.053862601924449804, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.363393759995233,1.0,[0.3032372  0.69676286],715-887,"[0.69707495, 0.71612066]","[0.697782, 0.68621427]",shap
110,"{'ltable_description': 0.07557597295596047, 'ltable_name': 0.09454595705637561, 'ltable_price': 0.04017662240908704, 'rtable_description': 0.0, 'rtable_name': 0.14106796567256633, 'rtable_price': 0.06032844190414133, 'type': 'shap'}",0.0,5.893779085017741,1.0,[0.20439437 0.79560566],554-433,"[0.788318, 0.788318]","[0.6519041, 0.7006814]",shap
111,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.19252970584801266, 'rtable_description': -0.004812448833669936, 'rtable_name': 0.0, 'rtable_price': 0.18836583507912497, 'type': 'shap'}",0.0,5.7170831430121325,1.0,[0.37401417 0.6259858 ],478-1054,"[0.6311966, 0.6311966]","[0.6160199, 0.63489676]",shap
112,"{'ltable_description': 0.26472759966264714, 'ltable_name': 0.01927287530480748, 'ltable_price': 0.0168181902117895, 'rtable_description': 0.01894755553780947, 'rtable_name': 0.0, 'rtable_price': 0.10866131279029351, 'type': 'shap'}",0.0,6.194654882012401,1.0,[0.28837425 0.7116258 ],666-694,"[0.7192107, 0.71677834]","[0.7705169, 0.76098603]",shap
113,"{'ltable_description': 0.0, 'ltable_name': 0.13272675452025062, 'ltable_price': 0.14634140712411492, 'rtable_description': 0.0034865615484506868, 'rtable_name': -0.08733591528042495, 'rtable_price': 0.22797633185334815, 'type': 'shap'}",0.0,6.668857807002496,1.0,[0.35835874 0.6416413 ],905-644,"[0.63404983, 0.63404983]","[0.6276818, 0.62666863]",shap
114,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.22476135960221294, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.1265108222663402, 'type': 'shap'}",0.0,5.794977799989283,1.0,[0.37126616 0.6287339 ],413-855,"[0.6287339, 0.6287339]","[0.61623013, 0.6168469]",shap
115,"{'ltable_description': 0.24491887815296648, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.16500489238649604, 'rtable_name': 0.0849561952799559, 'rtable_price': -0.021258640922605987, 'type': 'shap'}",0.0,7.00308082200354,1.0,[0.29399627 0.7060037 ],933-20,"[0.71269506, 0.71269506]","[0.7164461, 0.7238477]",shap
116,"{'ltable_description': 0.13463591575622558, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.09513377070426933, 'rtable_name': 0.09044100463390353, 'rtable_price': 0.09629269480705266, 'type': 'shap'}",0.0,5.868845024029724,1.0,[0.4444029 0.5555971],330-256,"[0.5489298, 0.527343]","[0.5516246, 0.57487726]",shap
117,"{'ltable_description': 0.15433142654597762, 'ltable_name': 0.0, 'ltable_price': -0.22712665088474743, 'rtable_description': 0.20050727963447568, 'rtable_name': 0.0, 'rtable_price': 0.20008436039090147, 'type': 'shap'}",0.0,6.267750083992723,1.0,[0.2999377  0.70006233],562-351,"[0.6673568, 0.6606723]","[0.6786802, 0.6701092]",shap
118,"{'ltable_description': 0.19045127790328875, 'ltable_name': 0.0, 'ltable_price': 0.14626826506508284, 'rtable_description': 0.06937085188617398, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.844315014022868,1.0,[0.28542817 0.7145719 ],442-578,"[0.75174975, 0.76152086]","[0.767859, 0.76511115]",shap
119,"{'ltable_description': 0.0, 'ltable_name': 0.12149706012672845, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.13938652568393284, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.959629350050818,1.0,[0.33141452 0.6685855 ],563-763,"[0.6620084, 0.6620084]","[0.7601062, 0.75935197]",shap
120,"{'ltable_description': 0.0, 'ltable_name': 0.084140788068374, 'ltable_price': 0.3020013943562906, 'rtable_description': 0.0, 'rtable_name': 0.057291522299249914, 'rtable_price': -0.08561860178907721, 'type': 'shap'}",0.0,6.43108717497671,1.0,[0.30496097 0.6950391 ],793-991,"[0.692379, 0.7096805]","[0.6777315, 0.60727257]",shap
121,"{'ltable_description': 0.08261324960738403, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.21150311246514322, 'rtable_name': 0.0, 'rtable_price': 0.16493407096713797, 'type': 'shap'}",0.0,5.886538003978785,1.0,[0.27923164 0.7207684 ],893-292,"[0.7196146, 0.72011465]","[0.7251169, 0.71115386]",shap
122,"{'ltable_description': 0.23337182909250245, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.15346882849931728, 'type': 'shap'}",0.0,6.338975592982024,1.0,[0.48218697 0.517813  ],912-1002,"[0.51788074, 0.5211827]","[0.52345073, 0.52040726]",shap
123,"{'ltable_description': 0.18859335624292256, 'ltable_name': 0.18828570147518242, 'ltable_price': -0.12354197926697184, 'rtable_description': 0.0, 'rtable_name': 0.16297235393621884, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.745810725959018,1.0,[0.42999673 0.5700033 ],247-320,"[0.57693064, 0.67311436]","[0.57592154, 0.54753673]",shap
124,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.007171679039796208, 'rtable_description': 0.16632309446732207, 'rtable_name': 0.0, 'rtable_price': 0.1596896040439605, 'type': 'shap'}",0.0,5.587417387985624,1.0,[0.28867358 0.71132636],264-390,"[0.69997835, 0.69997835]","[0.71168464, 0.70099217]",shap
125,"{'ltable_description': 0.16437485731618354, 'ltable_name': 0.22887820001951495, 'ltable_price': 0.0, 'rtable_description': -0.023215207935765814, 'rtable_name': 0.055824955847374125, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.889994851022493,1.0,[0.34015885 0.6598411 ],900-948,"[0.70541525, 0.74179727]","[0.6537821, 0.6209124]",shap
126,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.07721909472575555, 'rtable_description': 0.18472840414597447, 'rtable_name': 0.0, 'rtable_price': 0.1354297698002594, 'type': 'shap'}",0.0,5.509581432968844,1.0,[0.33297405 0.667026  ],208-245,"[0.66721165, 0.6643343]","[0.668045, 0.6539963]",shap
127,"{'ltable_description': 0.15675146374106397, 'ltable_name': 0.12424738559126852, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.17560356134176264, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.828403260966297,1.0,[0.3154507 0.6845493],906-511,"[0.6900531, 0.7384315]","[0.67973596, 0.8005679]",shap
128,"{'ltable_description': 0.19682371318340297, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.1105665791034699, 'rtable_name': 0.26198243930935866, 'rtable_price': -0.1112734098732473, 'type': 'shap'}",0.0,5.608364653016906,1.0,[0.30419987 0.6958001 ],608-1083,"[0.70522505, 0.74258435]","[0.6267042, 0.65053326]",shap
129,"{'ltable_description': 0.16599875670671466, 'ltable_name': 0.08101094988981886, 'ltable_price': 0.0, 'rtable_description': 0.12151803892850876, 'rtable_name': 0.0, 'rtable_price': 0.08262000568707772, 'type': 'shap'}",0.0,5.74039441900095,1.0,[0.29620817 0.7037918 ],841-418,"[0.77852744, 0.77852744]","[0.80627614, 0.8095771]",shap
130,"{'ltable_description': 0.29839457742593917, 'ltable_name': 0.0, 'ltable_price': 0.00046631796492457855, 'rtable_description': 0.10700270379031146, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.2589186009718105,1.0,[0.27328047 0.72671956],574-574,"[0.7464311, 0.7464311]","[0.7600857, 0.7694825]",shap
131,"{'ltable_description': 0.07472995450099323, 'ltable_name': 0.0, 'ltable_price': 0.18087976495424898, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.18123077124357212, 'type': 'shap'}",0.0,6.072389329958241,1.0,[0.46493387 0.5350662 ],132-150,"[0.51795226, 0.51795226]","[0.5377493, 0.5047602]",shap
132,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.12304967562357577, 'rtable_description': 0.12285336474577596, 'rtable_name': 0.0, 'rtable_price': 0.10107772628466283, 'type': 'shap'}",0.0,6.400890055985656,1.0,[0.28219444 0.7178056 ],925-761,"[0.7201249, 0.71124184]","[0.6909172, 0.69608027]",shap
133,"{'ltable_description': 0.17091732285916808, 'ltable_name': 0.012959094718098668, 'ltable_price': 0.08513172499835484, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.1659483049064875, 'type': 'shap'}",0.0,5.773418553988449,1.0,[0.33753544 0.6624645 ],531-664,"[0.66572523, 0.65955883]","[0.6832643, 0.66851187]",shap
134,"{'ltable_description': 0.0, 'ltable_name': 0.07607184833601907, 'ltable_price': 0.14237954262055846, 'rtable_description': 0.0, 'rtable_name': 0.2078400312913091, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.83301241195295,1.0,[0.30216277 0.69783723],752-884,"[0.69934016, 0.7153437]","[0.71591455, 0.70931274]",shap
135,"{'ltable_description': 0.18153274580836298, 'ltable_name': -0.17264869466424004, 'ltable_price': 0.15330939695239065, 'rtable_description': 0.0, 'rtable_name': 0.07724438473582274, 'rtable_price': 0.143040778040886, 'type': 'shap'}",0.0,6.1438248450285755,1.0,[0.27189004 0.72810996],44-210,"[0.7742541, 0.7784772]","[0.7273986, 0.7116832]",shap
136,"{'ltable_description': 0.1931351423376011, 'ltable_name': 0.012402178498933991, 'ltable_price': 0.1175946070000812, 'rtable_description': 0.030090958813451085, 'rtable_name': 0.1740836265402021, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.227964608988259,1.0,[0.3062772 0.6937229],684-1076,"[0.70790154, 0.70033985]","[0.73832846, 0.5699516]",shap
137,"{'ltable_description': 0.10236784798177814, 'ltable_name': 0.0, 'ltable_price': 0.05408033436672252, 'rtable_description': 0.05337044349448246, 'rtable_name': 0.09851260789416053, 'rtable_price': 0.1088128424909981, 'type': 'shap'}",0.0,5.72964493103791,1.0,[0.25868726 0.7413128 ],799-736,"[0.7413128, 0.7634172]","[0.7403352, 0.7776768]",shap
138,"{'ltable_description': 0.0, 'ltable_name': 0.12875934110747445, 'ltable_price': -0.06586489670806463, 'rtable_description': 0.0, 'rtable_name': 0.1391560528013442, 'rtable_price': 0.17820658895704472, 'type': 'shap'}",0.0,6.243133688985836,1.0,[0.3643548  0.63564515],385-424,"[0.63564515, 0.56363547]","[0.62364787, 0.6272269]",shap
139,"{'ltable_description': 0.33088582878177175, 'ltable_name': -0.1688187512030468, 'ltable_price': 0.0, 'rtable_description': 0.17952316598312246, 'rtable_name': -0.053005785555452656, 'rtable_price': 0.16820934318207414, 'type': 'shap'}",0.0,6.427995693986304,1.0,[0.3217575  0.67824244],865-584,"[0.6809196, 0.6809196]","[0.7046143, 0.7889052]",shap
140,"{'ltable_description': 0.08384477612045083, 'ltable_name': 0.10940734568569399, 'ltable_price': 0.07151883747842569, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.10967616412374703, 'type': 'shap'}",0.0,6.879080517042894,1.0,[0.31006858 0.68993145],293-716,"[0.68993145, 0.69012946]","[0.6792129, 0.6853982]",shap
141,"{'ltable_description': 0.0, 'ltable_name': 0.04941323268413539, 'ltable_price': 0.14986365272601446, 'rtable_description': 0.18685298679272336, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,7.356446010002401,1.0,[0.28646252 0.7135375 ],685-573,"[0.6994871, 0.7039341]","[0.7054956, 0.6959542]",shap
142,"{'ltable_description': 0.0, 'ltable_name': 0.24041395366191864, 'ltable_price': 0.0, 'rtable_description': 0.15868243217468259, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.443005629000254,1.0,[0.27805522 0.7219448 ],370-630,"[0.72191834, 0.6914676]","[0.7211458, 0.7192116]",shap
143,"{'ltable_description': 0.20048152035474764, 'ltable_name': 0.07125160747766457, 'ltable_price': 0.09292595529556302, 'rtable_description': 0.12199336683750173, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.463122400047723,1.0,[0.3102202 0.6897798],400-584,"[0.6760355, 0.6760355]","[0.7116002, 0.7883471]",shap
144,"{'ltable_description': 0.21605170576803148, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.16586666685919615, 'rtable_price': 0.10574699867156234, 'type': 'shap'}",0.0,5.922990468970966,1.0,[0.26821566 0.73178434],890-551,"[0.7331603, 0.71217096]","[0.7338045, 0.7793588]",shap
145,"{'ltable_description': 0.0, 'ltable_name': 0.12741708123165624, 'ltable_price': -0.03655176696570028, 'rtable_description': 0.2031543801141822, 'rtable_name': 0.0, 'rtable_price': 0.09890236551346993, 'type': 'shap'}",0.0,6.440072688041255,1.0,[0.2963858 0.7036142],279-607,"[0.7054733, 0.7127278]","[0.72290045, 0.7255744]",shap
146,"{'ltable_description': 0.0, 'ltable_name': -0.022246262620032597, 'ltable_price': 0.0, 'rtable_description': 0.1255485210788081, 'rtable_name': 0.21508709992321445, 'rtable_price': 0.14326913549446724, 'type': 'shap'}",0.0,7.160256584000308,1.0,[0.29387593 0.70612407],99-990,"[0.70859414, 0.7055815]","[0.7079281, 0.6813579]",shap
147,"{'ltable_description': 0.1690731565757045, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.15708292818788827, 'rtable_name': 0.08990306092233491, 'rtable_price': 0.11113972151587742, 'type': 'shap'}",0.0,6.185674211999867,1.0,[0.30638617 0.69361377],677-1076,"[0.70784265, 0.70784265]","[0.74158216, 0.75171244]",shap
148,"{'ltable_description': 0.1291206276814144, 'ltable_name': 0.2128581732511521, 'ltable_price': -0.08119253969192503, 'rtable_description': 0.0, 'rtable_name': 0.0689962433576583, 'rtable_price': 0.12518012269337958, 'type': 'shap'}",0.0,5.620163503976073,1.0,[0.47117692 0.52882314],846-814,"[0.5313203, 0.548571]","[0.5506155, 0.6606283]",shap
149,"{'ltable_description': -0.06650015011429794, 'ltable_name': 0.12116095364093782, 'ltable_price': 0.0, 'rtable_description': 0.18735974177718168, 'rtable_name': 0.0, 'rtable_price': 0.12032457023859022, 'type': 'shap'}",0.0,6.085501138004474,1.0,[0.2559849 0.7440151],257-982,"[0.7381618, 0.7273187]","[0.7394417, 0.72360057]",shap
150,"{'ltable_description': 0.034050038379651426, 'ltable_name': 0.05595469943903117, 'ltable_price': 0.1955770752054674, 'rtable_description': 0.1155392829908265, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.544322572008241,1.0,[0.22580187 0.7741982 ],88-616,"[0.76664907, 0.77234745]","[0.75933135, 0.7669785]",shap
151,"{'ltable_description': 0.0, 'ltable_name': 0.09608075557276602, 'ltable_price': 0.05120999524369841, 'rtable_description': 0.0, 'rtable_name': 0.06055801404640082, 'rtable_price': 0.09575078764930361, 'type': 'shap'}",0.0,6.184505800018087,1.0,[0.3322982  0.66770184],563-866,"[0.72534066, 0.72055167]","[0.6659082, 0.6512672]",shap
152,"{'ltable_description': 0.0, 'ltable_name': 0.10657116298713995, 'ltable_price': 0.08915174302554894, 'rtable_description': 0.18715851304992553, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.952095200016629,1.0,[0.30308256 0.6969175 ],328-639,"[0.6915875, 0.70184916]","[0.70202345, 0.7066474]",shap
153,"{'ltable_description': 0.0, 'ltable_name': 0.14861922893673174, 'ltable_price': 0.09549662537872794, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.146768263168633, 'type': 'shap'}",0.0,5.743703605956398,1.0,[0.27177042 0.7282295 ],987-791,"[0.6969823, 0.6972761]","[0.7016996, 0.6964252]",shap
154,"{'ltable_description': 0.16454397570255197, 'ltable_name': 0.0, 'ltable_price': 0.0982462144175241, 'rtable_description': 0.18431629262691307, 'rtable_name': 0.0, 'rtable_price': -0.010692642095477045, 'type': 'shap'}",0.0,5.856928035034798,1.0,[0.29826325 0.70173675],572-988,"[0.702041, 0.702041]","[0.73231894, 0.78615046]",shap
155,"{'ltable_description': -0.0035163212567568825, 'ltable_name': 0.1402426130076252, 'ltable_price': 0.21138763102392344, 'rtable_description': 0.0, 'rtable_name': -0.09375920829673612, 'rtable_price': 0.2103346159805854, 'type': 'shap'}",0.0,5.695326967979781,1.0,[0.31600338 0.68399656],747-245,"[0.70376444, 0.70376444]","[0.67738783, 0.67118794]",shap
