,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
87,"{'ltable_description': 0.017750876461128058, 'ltable_name': 0.01614224527486111, 'rtable_description': 0.027510376273892002, 'rtable_name': 0.015043063154965218, 'type': 'mojito'}",0.0,1.584745889005717,1.0,[0.26238778 0.73761225],948-736,"[0.668049, 0.668049]","[0.77753335, 0.79483503]",mojito-d
88,"{'ltable_description': 0.002280377080335644, 'ltable_name': 0.02100038491799333, 'rtable_id': 0.012955316097137336, 'rtable_name': 0.0032312995111263335, 'type': 'mojito'}",0.0,1.2057694580289535,1.0,[0.2971204 0.7028796],1039-968,"[0.6918865, 0.6714407]","[0.6658795, 0.6011589]",mojito-d
89,"{'ltable_description': 0.03107029909759531, 'ltable_name': 0.012622428501840923, 'rtable_description': 0.05123822428463278, 'rtable_name': 0.023979066082933022, 'type': 'mojito'}",0.0,1.0939432599698193,1.0,[0.24302556 0.7569744 ],273-88,"[0.6980067, 0.6980067]","[0.75448465, 0.7613021]",mojito-d
90,"{'ltable_description': 0.019167933280170503, 'ltable_id': 0.024306461400513783, 'ltable_name': 0.008642315911804565, 'rtable_description': -0.0033309793177334936, 'rtable_name': 0.020132479984576606, 'type': 'mojito'}",0.0,1.1909863370237872,1.0,[0.29337054 0.7066295 ],243-328,"[0.70635974, 0.71518505]","[0.6579417, 0.70412505]",mojito-d
91,"{'ltable_description': 0.01058946059137611, 'ltable_name': 0.0176721180355353, 'rtable_description': 0.0630727877767599, 'rtable_name': 0.015097286865986196, 'rtable_price': 0.007527413511433318, 'type': 'mojito'}",0.0,0.9429879730450921,1.0,[0.26664734 0.7333526 ],110-86,"[0.71977293, 0.7179728]","[0.7332688, 0.73443425]",mojito-d
92,"{'ltable_description': 0.007225285229946499, 'ltable_id': 0.028178912749808202, 'ltable_name': -0.027076785760378537, 'rtable_name': 0.031522632793423405, 'type': 'mojito'}",0.0,1.6905428710160777,1.0,[0.34772167 0.6522783 ],160-13,"[0.65108675, 0.650991]","[0.6681125, 0.6229394]",mojito-d
93,"{'ltable_description': 0.01942552185887242, 'ltable_id': 0.029222167109643468, 'ltable_name': 0.012998319523212084, 'rtable_description': 0.01847635511199045, 'rtable_id': 0.010772564969047885, 'rtable_name': 0.025131689774424596, 'type': 'mojito'}",0.0,1.7445397289702669,1.0,[0.3084859 0.6915141],904-511,"[0.7089125, 0.7058609]","[0.6583771, 0.6528066]",mojito-d
94,"{'ltable_description': 0.02023404415861529, 'ltable_name': 0.012070627941757402, 'ltable_price': 0.017540699032243083, 'rtable_description': 0.015281774603271951, 'rtable_price': 0.011362653978505614, 'type': 'mojito'}",0.0,1.9264799419906922,1.0,[0.430105  0.5698951],982-1037,"[0.57548815, 0.5544746]","[0.5748912, 0.56369567]",mojito-d
95,"{'ltable_description': 0.012295632696121158, 'ltable_name': 0.005109230613658464, 'rtable_description': 0.03833836345702245, 'rtable_id': 0.012764770315998394, 'rtable_price': 0.005631274587590847, 'type': 'mojito'}",0.0,1.8306103720096871,1.0,[0.29369068 0.7063093 ],481-907,"[0.69401217, 0.689568]","[0.71373695, 0.6636204]",mojito-d
96,"{'ltable_description': 0.014375801835238077, 'ltable_name': 0.006425661159419624, 'rtable_description': 0.006917077770537015, 'type': 'mojito'}",0.0,1.7775382960098796,1.0,[0.29764986 0.70235014],907-625,"[0.712521, 0.712521]","[0.7205663, 0.72401744]",mojito-d
97,"{'ltable_description': 0.02159563203092861, 'ltable_name': 0.04515669445712045, 'rtable_description': 0.0267942498643247, 'rtable_name': 0.03042047267557809, 'type': 'mojito'}",0.0,1.7427543109515682,1.0,[0.27132422 0.7286758 ],577-418,"[0.7174105, 0.7174105]","[0.7195804, 0.6901544]",mojito-d
98,"{'ltable_description': 0.0027663346886018284, 'ltable_id': 0.008039323182568985, 'rtable_description': 0.005621288591283005, 'rtable_name': 0.009785988200254843, 'type': 'mojito'}",0.0,1.630259251978714,1.0,[0.29727542 0.7027246 ],561-699,"[0.7217812, 0.7216694]","[0.7597227, 0.72149205]",mojito-d
99,"{'ltable_description': 0.0004844338238875661, 'ltable_name': -0.0199250283876169, 'rtable_name': -0.005977365911367219, 'type': 'mojito'}",0.0,1.5433746469789185,1.0,[0.3837746 0.6162254],181-132,"[0.66201156, 0.66201156]","[0.66281784, 0.66281784]",mojito-d
100,"{'ltable_description': 0.02510751766639169, 'ltable_name': 0.008136656074174466, 'rtable_description': 0.00045919217468089624, 'rtable_name': 0.02360450914474313, 'type': 'mojito'}",0.0,1.9607702789944597,1.0,[0.3447973 0.6552026],539-662,"[0.66365474, 0.632369]","[0.6637736, 0.6319532]",mojito-d
101,"{'ltable_description': 0.011982923054174343, 'ltable_name': 0.008224685680514663, 'rtable_description': 0.019004538406793885, 'type': 'mojito'}",0.0,1.7278658740106039,1.0,[0.297627 0.702373],829-691,"[0.69866604, 0.69866604]","[0.7042057, 0.7300577]",mojito-d
102,"{'ltable_description': 0.017893689176411452, 'ltable_id': 0.007556772769524236, 'ltable_name': 0.012245704853631748, 'ltable_price': 0.010273616548116843, 'rtable_name': 0.02617980245083252, 'type': 'mojito'}",0.0,1.7948514180025086,1.0,[0.24111407 0.7588859 ],1023-81,"[0.7163542, 0.7358663]","[0.5641649, 0.56886834]",mojito-d
103,"{'ltable_description': 0.00010298122605282949, 'ltable_id': 0.03431671935702815, 'ltable_name': 0.024438036625725846, 'rtable_name': -0.03790353819825267, 'type': 'mojito'}",0.0,1.53516677999869,1.0,[0.37447757 0.6255224 ],719-780,"[0.64252824, 0.6756435]","[0.59755707, 0.50795424]",mojito-d
104,"{'ltable_description': 0.019644592602056872, 'ltable_name': 0.014023943757581947, 'rtable_description': 0.026374200912122798, 'rtable_id': 0.009231970186403076, 'rtable_name': 0.012247786015446623, 'rtable_price': 0.0027080458825682937, 'type': 'mojito'}",0.0,1.7181481489678845,1.0,[0.29969466 0.70030534],682-893,"[0.6922979, 0.6922979]","[0.7050899, 0.74994224]",mojito-d
105,"{'ltable_description': 0.011699498798642417, 'ltable_name': 0.015050643220227115, 'rtable_description': 0.02303229089008498, 'type': 'mojito'}",0.0,1.7321335569722578,1.0,[0.29571128 0.7042888 ],804-666,"[0.70631105, 0.7079775]","[0.73189396, 0.71180964]",mojito-d
106,"{'ltable_description': 0.008107043846272219, 'ltable_name': -0.022859703117667895, 'rtable_description': 0.034060532881519306, 'rtable_name': 0.027275513735427453, 'type': 'mojito'}",0.0,1.5230707949958742,1.0,[0.36104298 0.6389571 ],811-797,"[0.63278997, 0.64918923]","[0.642161, 0.73555815]",mojito-d
107,"{'ltable_description': 0.031429068155061676, 'ltable_name': 0.01893056164397714, 'rtable_description': 0.04545142461674645, 'rtable_name': -0.020998594424930975, 'type': 'mojito'}",0.0,1.4283751560142264,1.0,[0.4581522 0.5418478],840-676,"[0.530455, 0.530455]","[0.54394954, 0.5510924]",mojito-d
108,"{'ltable_description': 0.013872119365961036, 'rtable_description': 0.006606514133656399, 'rtable_name': 0.01143829629481389, 'type': 'mojito'}",0.0,1.6338117510313168,1.0,[0.3353486 0.6646514],830-289,"[0.73335993, 0.7768597]","[0.7321212, 0.6227194]",mojito-d
109,"{'ltable_description': 0.009538367246636053, 'ltable_name': 0.00950382928386803, 'rtable_description': 0.01802928531004595, 'rtable_name': 0.0076035275758998665, 'type': 'mojito'}",0.0,1.5529158909921534,1.0,[0.3032372  0.69676286],715-887,"[0.6897527, 0.6897527]","[0.69799995, 0.71631265]",mojito-d
110,"{'ltable_description': 0.010691528850389174, 'ltable_name': 0.016372365350722912, 'rtable_description': 0.01552093607733012, 'rtable_name': 0.0101863101480716, 'type': 'mojito'}",0.0,1.64259788102936,1.0,[0.20439437 0.79560566],554-433,"[0.81452507, 0.7648649]","[0.6025668, 0.51308155]",mojito-d
111,"{'ltable_description': -0.009518888225722387, 'rtable_id': -0.0641317272738555, 'rtable_name': -0.010778793094032782, 'type': 'mojito'}",0.0,1.2000678639742546,1.0,[0.37401417 0.6259858 ],478-1054,"[0.6259858, 0.6259858]","[0.6259858, 0.6259858]",mojito-d
112,"{'ltable_description': 0.020070579110771564, 'ltable_name': 0.01115284740695262, 'rtable_description': 0.027966382417379188, 'rtable_name': 0.016155094364696632, 'rtable_price': 0.023972743268537898, 'type': 'mojito'}",0.0,1.7091852510347962,1.0,[0.28837425 0.7116258 ],666-694,"[0.7097533, 0.70530343]","[0.7168883, 0.7084889]",mojito-d
113,"{'ltable_description': 0.016240582623269356, 'ltable_name': 0.026590571973489654, 'rtable_description': 0.01521731856151138, 'rtable_id': 0.01853087235295394, 'rtable_name': 0.0069419242290225495, 'type': 'mojito'}",0.0,2.001554327958729,1.0,[0.35835874 0.6416413 ],905-644,"[0.57751495, 0.55579764]","[0.64312553, 0.59346646]",mojito-d
114,"{'ltable_description': 0.0032582727614691885, 'ltable_name': 0.0077280616367160606, 'rtable_name': -0.03273985083470125, 'type': 'mojito'}",0.0,1.5964139249990694,1.0,[0.37126616 0.6287339 ],413-855,"[0.61333084, 0.63204026]","[0.5394593, 0.5848084]",mojito-d
115,"{'ltable_description': 0.015174950393795615, 'rtable_description': 0.04325142914133846, 'rtable_id': 0.00806150358511293, 'rtable_name': 0.011867525461646046, 'type': 'mojito'}",0.0,2.1325228129862808,1.0,[0.29399627 0.7060037 ],933-20,"[0.66360086, 0.66360086]","[0.7124559, 0.7238477]",mojito-d
116,"{'ltable_description': 0.020742697946451664, 'ltable_name': 0.01013121135481669, 'ltable_price': 0.0053323064058836255, 'rtable_description': 0.014053280782679464, 'rtable_id': 0.015740513490123464, 'rtable_name': 0.01909062319806091, 'type': 'mojito'}",0.0,1.3395349670317955,1.0,[0.4444029 0.5555971],330-256,"[0.5489298, 0.8073755]","[0.5516246, 0.79966676]",mojito-d
117,"{'ltable_description': 0.005596525812618543, 'ltable_id': 0.008850480017904111, 'ltable_name': 0.013827338687813238, 'rtable_description': 0.009827048541325054, 'rtable_name': 0.01129770995342794, 'type': 'mojito'}",0.0,1.6333693320048042,1.0,[0.2999377  0.70006233],562-351,"[0.7502914, 0.7502914]","[0.6866894, 0.6332392]",mojito-d
118,"{'ltable_description': 0.009080601336176287, 'ltable_name': 0.019371669035309187, 'rtable_description': 0.06048086036195545, 'type': 'mojito'}",0.0,1.8330556440050714,1.0,[0.28542817 0.7145719 ],442-578,"[0.6905076, 0.6927042]","[0.72330886, 0.71834195]",mojito-d
119,"{'ltable_description': 0.01380382807497246, 'ltable_name': 0.01599258724079309, 'rtable_description': 0.01545758019458293, 'rtable_name': 0.02728013180044242, 'type': 'mojito'}",0.0,1.667564144008793,1.0,[0.33141452 0.6685855 ],563-763,"[0.6620084, 0.6620084]","[0.7601062, 0.75935197]",mojito-d
120,"{'ltable_description': 0.022229648672077093, 'ltable_name': 0.012326425338669133, 'rtable_description': 0.018107472421599078, 'rtable_name': 0.015371972454279343, 'type': 'mojito'}",0.0,1.4316579769947566,1.0,[0.30496097 0.6950391 ],793-991,"[0.68671227, 0.68671227]","[0.73252773, 0.75202906]",mojito-d
121,"{'ltable_description': 0.02614081655391781, 'ltable_name': 0.032697872178793115, 'rtable_description': 0.019545470788685532, 'rtable_name': 0.028028751652390396, 'type': 'mojito'}",0.0,1.6445141829899512,1.0,[0.27923164 0.7207684 ],893-292,"[0.71866244, 0.71866244]","[0.7178015, 0.653418]",mojito-d
122,"{'ltable_description': 0.02206587369705193, 'ltable_name': 0.04094092398578183, 'rtable_description': 0.023313964523082518, 'type': 'mojito'}",0.0,1.7898563380003907,1.0,[0.48218697 0.517813  ],912-1002,"[0.53119683, 0.53228176]","[0.5169523, 0.5238381]",mojito-d
123,"{'ltable_description': 0.001326628886875619, 'ltable_name': 0.01651478062426973, 'rtable_id': 0.019396416855753426, 'rtable_name': 0.015258363499140967, 'type': 'mojito'}",0.0,1.5816317370044999,1.0,[0.42999673 0.5700033 ],247-320,"[0.59850395, 0.6607682]","[0.57348716, 0.56409967]",mojito-d
124,"{'ltable_description': 0.007357395482840645, 'ltable_name': 0.0023256833686593013, 'rtable_name': 0.04021376046107753, 'type': 'mojito'}",0.0,1.2831619750359096,1.0,[0.28867358 0.71132636],264-390,"[0.73139507, 0.76743144]","[0.52208376, 0.54309934]",mojito-d
125,"{'ltable_description': 0.01822280822014351, 'ltable_name': 0.018067933679706483, 'rtable_description': 0.008913359245265097, 'rtable_name': 0.014431500607560216, 'type': 'mojito'}",0.0,1.8498405470163561,1.0,[0.34015885 0.6598411 ],900-948,"[0.7003517, 0.74179727]","[0.75487715, 0.6209124]",mojito-d
126,"{'ltable_description': 0.030027996222375637, 'ltable_name': 0.018203281005663048, 'rtable_description': 0.03262435520128176, 'rtable_name': -0.011619027609465373, 'type': 'mojito'}",0.0,1.0981392829562537,1.0,[0.33297405 0.667026  ],208-245,"[0.66721165, 0.66721165]","[0.668045, 0.68894374]",mojito-d
127,"{'ltable_description': 0.012913227296931732, 'ltable_name': 0.01055092211777918, 'rtable_description': 0.010933583902301189, 'rtable_name': 0.009833829519502825, 'type': 'mojito'}",0.0,1.6430513740051538,1.0,[0.3154507 0.6845493],906-511,"[0.7334315, 0.7334315]","[0.807655, 0.80890095]",mojito-d
128,"{'ltable_description': 0.007693074472239714, 'ltable_name': 0.0007531320363785075, 'rtable_id': -0.08387661363160022, 'rtable_name': -0.01780220908781799, 'type': 'mojito'}",0.0,1.3965643940027803,1.0,[0.30419987 0.6958001 ],608-1083,"[0.733606, 0.7182693]","[0.7321024, 0.5871507]",mojito-d
129,"{'ltable_description': 0.01781586370627672, 'rtable_description': 0.012728873274713845, 'rtable_name': 0.013176846944372576, 'type': 'mojito'}",0.0,1.6072517900029197,1.0,[0.29620817 0.7037918 ],841-418,"[0.77852744, 0.7843315]","[0.80627614, 0.7729373]",mojito-d
130,"{'ltable_description': 0.021088768197310363, 'ltable_name': 0.02412726027743882, 'ltable_price': 0.020296222668697836, 'rtable_description': 0.0549069194391536, 'rtable_name': 0.02388258520306029, 'type': 'mojito'}",0.0,1.8690921799861826,1.0,[0.27328047 0.72671956],574-574,"[0.7100621, 0.7091082]","[0.74028724, 0.7376606]",mojito-d
131,"{'ltable_description': 0.024317328103821756, 'ltable_name': 0.012378582622372852, 'rtable_description': 0.03621425175388439, 'rtable_name': 0.009478022126721896, 'type': 'mojito'}",0.0,1.6011473729740828,1.0,[0.46493387 0.5350662 ],132-150,"[0.5385686, 0.5385686]","[0.54564905, 0.54790604]",mojito-d
132,"{'ltable_description': 0.013987495329549956, 'ltable_name': 0.008732282543328194, 'ltable_price': 0.005652786692375928, 'rtable_description': 0.00687425480548041, 'rtable_name': 0.008968234878631888, 'type': 'mojito'}",0.0,1.690583383955527,1.0,[0.28219444 0.7178056 ],925-761,"[0.71456593, 0.70906395]","[0.71882766, 0.66265285]",mojito-d
133,"{'ltable_description': 0.006835989317015309, 'ltable_id': 0.02040204647880658, 'ltable_name': 0.024993812169999338, 'rtable_description': 0.0517524189512291, 'rtable_name': 0.011806931041281518, 'type': 'mojito'}",0.0,1.5706153409555554,1.0,[0.33753544 0.6624645 ],531-664,"[0.6619326, 0.7063884]","[0.66369164, 0.69241655]",mojito-d
134,"{'ltable_description': 0.030205914447467425, 'ltable_name': 0.01407910304756282, 'rtable_description': 0.03173679357425572, 'rtable_id': 0.029783923930537862, 'rtable_name': 0.003446867598910044, 'rtable_price': 0.017902544807954272, 'type': 'mojito'}",0.0,1.6016140389838256,1.0,[0.30216277 0.69783723],752-884,"[0.69439787, 0.69439787]","[0.698624, 0.7152688]",mojito-d
135,"{'ltable_description': 0.023275484325372985, 'ltable_id': 0.02288668343601192, 'ltable_name': 0.018887411999530698, 'rtable_description': 0.024930851549262473, 'rtable_name': 0.01140020896373368, 'type': 'mojito'}",0.0,1.4032927879597992,1.0,[0.27189004 0.72810996],44-210,"[0.6810467, 0.6810467]","[0.7363477, 0.7383914]",mojito-d
136,"{'ltable_description': 0.02265857737001381, 'ltable_name': 0.014344384365913301, 'rtable_description': 0.031526500091400685, 'rtable_name': 0.0066496706740683, 'type': 'mojito'}",0.0,1.7666618899675086,1.0,[0.3062772 0.6937229],684-1076,"[0.68696946, 0.68696946]","[0.70446116, 0.74755955]",mojito-d
137,"{'ltable_description': 0.016575811222431, 'rtable_description': 0.038403049934142314, 'rtable_id': 0.0401397186257494, 'rtable_name': 0.023664824503736713, 'type': 'mojito'}",0.0,1.394441671029199,1.0,[0.25868726 0.7413128 ],799-736,"[0.7391402, 0.6759751]","[0.7002303, 0.74681205]",mojito-d
138,"{'ltable_description': 0.01333694779296597, 'rtable_id': 0.00858538659557969, 'rtable_name': 0.021041920151334274, 'type': 'mojito'}",0.0,1.4685948889818974,1.0,[0.3643548  0.63564515],385-424,"[0.56363547, 0.5846736]","[0.6549584, 0.66263413]",mojito-d
139,"{'ltable_description': 0.022176674398942685, 'ltable_name': 0.028789446438583742, 'rtable_description': 0.0194887985595644, 'rtable_name': 0.023216804120852856, 'type': 'mojito'}",0.0,1.7995900940150023,1.0,[0.3217575  0.67824244],865-584,"[0.6741607, 0.6741607]","[0.6770346, 0.6782966]",mojito-d
140,"{'ltable_description': 0.006383325261148117, 'ltable_name': 0.012407310389823562, 'rtable_description': 0.008876142997434238, 'rtable_name': 0.010056219011958798, 'type': 'mojito'}",0.0,1.4487258039880544,1.0,[0.31006858 0.68993145],293-716,"[0.69012946, 0.69012946]","[0.6957028, 0.6526179]",mojito-d
141,"{'ltable_description': 0.021717515974958097, 'ltable_name': 0.021659217164613852, 'rtable_description': 0.027062907372021095, 'rtable_id': 0.023325565940007488, 'rtable_name': -0.019318951506916968, 'type': 'mojito'}",0.0,1.8892304270411842,1.0,[0.28646252 0.7135375 ],685-573,"[0.6994871, 0.69860864]","[0.7054956, 0.66078335]",mojito-d
142,"{'ltable_description': 0.017949196232750465, 'ltable_name': 0.041020384192164784, 'rtable_description': 0.03396264099018454, 'type': 'mojito'}",0.0,1.9622765349922702,1.0,[0.27805522 0.7219448 ],370-630,"[0.72191834, 0.6914676]","[0.7211458, 0.7192116]",mojito-d
143,"{'ltable_description': 0.02607085480534824, 'ltable_name': 0.018873810641216925, 'rtable_description': 0.03267535062173022, 'rtable_name': 0.016348018912191675, 'type': 'mojito'}",0.0,1.6961964000365697,1.0,[0.3102202 0.6897798],400-584,"[0.70862985, 0.70862985]","[0.7778433, 0.7883471]",mojito-d
144,"{'ltable_description': 0.01593130058913109, 'ltable_name': 0.008826929135091704, 'rtable_description': 0.019832438770464023, 'rtable_name': 0.007814885575147833, 'type': 'mojito'}",0.0,1.5393202870036475,1.0,[0.26821566 0.73178434],890-551,"[0.70511353, 0.70511353]","[0.73823786, 0.7404]",mojito-d
145,"{'ltable_description': 0.02707057006374835, 'ltable_id': 0.025321355331147145, 'ltable_name': 0.012511230879342222, 'rtable_description': 0.024198485245909923, 'rtable_name': 0.01635600780048458, 'rtable_price': 0.014516331589909868, 'type': 'mojito'}",0.0,1.75894348800648,1.0,[0.2963858 0.7036142],279-607,"[0.7042455, 0.7060749]","[0.7555794, 0.7002696]",mojito-d
146,"{'ltable_description': 0.017864088286334054, 'ltable_name': 0.015064551350831656, 'ltable_price': 0.017371398990081638, 'rtable_description': 0.02098746997555571, 'type': 'mojito'}",0.0,1.8125882750027813,1.0,[0.29387593 0.70612407],99-990,"[0.70573115, 0.70573115]","[0.71142936, 0.72872204]",mojito-d
147,"{'ltable_description': 0.01947648538167764, 'ltable_name': 0.018078677210561275, 'rtable_description': 0.03145575878640736, 'rtable_id': 0.015687238849067024, 'rtable_name': 0.018076848647845537, 'type': 'mojito'}",0.0,1.7380626589874737,1.0,[0.30638617 0.69361377],677-1076,"[0.68668544, 0.68668544]","[0.7043884, 0.75171244]",mojito-d
148,"{'ltable_description': 0.023612279128636806, 'ltable_id': 0.012401342000418371, 'ltable_name': 0.017691655109374486, 'rtable_description': 0.018121408228865054, 'rtable_name': -0.01151746996209604, 'type': 'mojito'}",0.0,1.4131418539909646,1.0,[0.47117692 0.52882314],846-814,"[0.54667276, 0.54667276]","[0.5468037, 0.547428]",mojito-d
149,"{'ltable_description': 0.008475131429785792, 'ltable_id': 0.009383722112761039, 'ltable_name': 0.011779075838041279, 'rtable_description': 0.010031070144246047, 'type': 'mojito'}",0.0,1.488815971009899,1.0,[0.2559849 0.7440151],257-982,"[0.7337797, 0.7273187]","[0.7285423, 0.72360057]",mojito-d
150,"{'ltable_description': 0.017793054356236227, 'ltable_name': 0.022552559969957378, 'ltable_price': 0.015175236066962082, 'rtable_description': 0.04817857252671566, 'rtable_id': 0.00773474764660033, 'rtable_name': 0.011836847370831509, 'type': 'mojito'}",0.0,1.1040913669858128,1.0,[0.22580187 0.7741982 ],88-616,"[0.77943534, 0.77001077]","[0.78099346, 0.7648141]",mojito-d
151,"{'ltable_description': 0.016098165276615242, 'ltable_id': 0.012010926871192313, 'ltable_name': 0.018895155816147893, 'rtable_description': 0.021971562746391685, 'rtable_id': 0.045345707853914084, 'type': 'mojito'}",0.0,1.674761988047976,1.0,[0.3322982  0.66770184],563-866,"[0.66720086, 0.6583399]","[0.6139595, 0.60700756]",mojito-d
152,"{'ltable_description': 0.02288942354312976, 'ltable_id': 0.021621509673016907, 'ltable_name': 0.033566481254236176, 'ltable_price': -0.06400091573420612, 'rtable_description': 0.030667930713947647, 'rtable_name': -0.04617886818657033, 'type': 'mojito'}",0.0,1.6488172489916906,1.0,[0.30308256 0.6969175 ],328-639,"[0.7070899, 0.70184916]","[0.7014707, 0.7066474]",mojito-d
153,"{'ltable_description': 0.019866984333605606, 'rtable_description': 0.040024393602295386, 'rtable_name': 0.011659501970741528, 'type': 'mojito'}",0.0,1.571652157988865,1.0,[0.27177042 0.7282295 ],987-791,"[0.72420573, 0.72420573]","[0.73123187, 0.80120474]",mojito-d
154,"{'ltable_description': 0.018248702486836927, 'ltable_name': 0.0063704820171551655, 'rtable_description': 0.015424124591054265, 'rtable_name': 0.006389040194127829, 'type': 'mojito'}",0.0,1.673069395008497,1.0,[0.29826325 0.70173675],572-988,"[0.7028957, 0.7028957]","[0.7662344, 0.78615046]",mojito-d
155,"{'ltable_description': 0.016414714902136324, 'ltable_name': 0.00633672305323621, 'rtable_description': 0.12763974845776835, 'rtable_id': 0.006280344968410853, 'type': 'mojito'}",0.0,1.5909029869944789,1.0,[0.31600338 0.68399656],747-245,"[0.6753434, 0.6753434]","[0.6846779, 0.70562154]",mojito-d
156,"{'ltable_description': 0.012071516679160076, 'ltable_name': 0.00730258057232763, 'rtable_description': 0.025595449516008617, 'type': 'mojito'}",0.0,1.7114879009895958,1.0,[0.36331752 0.63668245],902-732,"[0.6279467, 0.6279467]","[0.64118713, 0.7047708]",mojito-d
157,"{'ltable_description': 0.018618732627490375, 'ltable_name': 0.006171463084783118, 'rtable_description': 0.019914288729183206, 'rtable_id': 0.01077318090724898, 'rtable_name': 0.00947313360079487, 'type': 'mojito'}",0.0,1.8780570109956898,1.0,[0.27988294 0.7201171 ],491-1012,"[0.72145015, 0.72145015]","[0.7792657, 0.80628246]",mojito-d
158,"{'ltable_description': 0.014658607264841719, 'rtable_description': 0.01832219356720393, 'type': 'mojito'}",0.0,1.8750545820221305,1.0,[0.32119521 0.6788048 ],825-584,"[0.67596376, 0.67596376]","[0.7719799, 0.80331963]",mojito-d
159,"{'ltable_description': 0.014065698554951675, 'ltable_name': 0.004121481994405229, 'rtable_description': 0.00856103235089003, 'type': 'mojito'}",0.0,1.7726167279761285,1.0,[0.31139773 0.68860227],902-980,"[0.75089926, 0.75089926]","[0.7408151, 0.72458756]",mojito-d
160,"{'ltable_description': 0.020872763079022076, 'ltable_name': 0.020427463503957174, 'rtable_description': 0.021032756192028865, 'rtable_id': 0.02019216866393099, 'rtable_name': 0.016294384169335357, 'type': 'mojito'}",0.0,1.7688526079873554,1.0,[0.32091257 0.6790874 ],906-662,"[0.6749112, 0.6749112]","[0.6810478, 0.8073389]",mojito-d
161,"{'ltable_description': 0.0077554677063776225, 'ltable_name': 0.025370224435215343, 'rtable_id': -0.10603440347026089, 'rtable_name': 0.020377073944468548, 'type': 'mojito'}",0.0,1.6416534099844284,1.0,[0.37131307 0.6286869 ],987-1000,"[0.5839094, 0.5839094]","[0.5999648, 0.6112158]",mojito-d
162,"{'ltable_description': 0.0121058436279794, 'ltable_id': 0.01526488350850822, 'rtable_description': 0.017076416630167235, 'rtable_name': 0.011682316386553298, 'type': 'mojito'}",0.0,1.4914472789969295,1.0,[0.43169078 0.5683091 ],863-5,"[0.5533179, 0.5606001]","[0.60208416, 0.55623764]",mojito-d
163,"{'ltable_description': 0.028337428003750227, 'ltable_name': 0.0199557190713935, 'rtable_description': 0.04379278426135543, 'rtable_name': -0.0022696266257989876, 'type': 'mojito'}",0.0,1.3832809560117312,1.0,[0.4720554 0.5279446],846-818,"[0.5064473, 0.5064473]","[0.53022254, 0.54784197]",mojito-d
164,"{'ltable_description': 0.018194536868031144, 'rtable_description': 0.031396017268029916, 'rtable_name': 0.014847039591634017, 'type': 'mojito'}",0.0,1.7831905739731155,1.0,[0.29389372 0.7061063 ],865-538,"[0.6891005, 0.6891005]","[0.7147616, 0.74166685]",mojito-d
165,"{'ltable_description': 0.005957525759157706, 'ltable_name': 0.00946512062959784, 'rtable_description': 0.007670182113515818, 'type': 'mojito'}",0.0,1.6643030249979347,1.0,[0.314338 0.685662],564-313,"[0.7370986, 0.72588074]","[0.6746405, 0.6687175]",mojito-d
166,"{'ltable_description': 0.008007815529066743, 'ltable_name': 0.020884407846000503, 'rtable_name': -0.021159847254003782, 'type': 'mojito'}",0.0,1.4841129190172069,1.0,[0.3751685 0.6248315],229-877,"[0.62493557, 0.62674725]","[0.6365003, 0.63414496]",mojito-d
167,"{'ltable_description': 0.012801712502509888, 'ltable_name': 0.011291921552874298, 'rtable_description': 0.018183864398893662, 'type': 'mojito'}",0.0,1.7114415919641033,1.0,[0.30474865 0.69525135],708-717,"[0.6969152, 0.6969152]","[0.69941133, 0.7116854]",mojito-d
168,"{'ltable_description': 0.01239373928809137, 'ltable_id': 0.01602239492299323, 'ltable_name': -0.0030272402057312763, 'rtable_description': 0.012085190610498358, 'type': 'mojito'}",0.0,1.5753174639539793,1.0,[0.30505782 0.6949422 ],594-640,"[0.696624, 0.7172881]","[0.6098407, 0.656377]",mojito-d
169,"{'ltable_description': 0.016557056720535528, 'ltable_name': 0.007087618315647193, 'rtable_description': 0.02539853787815592, 'rtable_name': 0.013302280176291844, 'type': 'mojito'}",0.0,1.7365917489514686,1.0,[0.30468187 0.6953182 ],865-936,"[0.6794671, 0.6794671]","[0.72419155, 0.7456717]",mojito-d
170,"{'ltable_description': 0.03500456113678664, 'ltable_name': 0.030827853742356488, 'ltable_price': 0.03140798861557978, 'rtable_description': 0.014569470536478678, 'rtable_price': 0.022064903213567494, 'type': 'mojito'}",0.0,1.4607239380129613,1.0,[0.28694895 0.7130511 ],997-654,"[0.7222921, 0.72183156]","[0.7268439, 0.7168958]",mojito-d
171,"{'ltable_description': 0.01571943052411669, 'ltable_name': 0.008904499265870752, 'rtable_description': 0.010535328221020707, 'rtable_name': 0.0033738792539572677, 'type': 'mojito'}",0.0,1.4365736430045217,1.0,[0.26677293 0.7332271 ],197-145,"[0.752605, 0.752605]","[0.7499121, 0.7025902]",mojito-d
172,"{'ltable_description': 0.017138567652710265, 'ltable_name': 0.00956093726656246, 'rtable_description': 0.018987314793660913, 'rtable_name': 0.008373340346560607, 'type': 'mojito'}",0.0,1.8504306619870476,1.0,[0.31138128 0.6886187 ],941-874,"[0.68232447, 0.68232447]","[0.6913027, 0.70990324]",mojito-d
