,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
72,"{'ltable_description': 0.09320206410841601, 'ltable_name': 0.041019727159209686, 'ltable_price': -0.003969042453632738, 'rtable_description': 0.2644564295857833, 'rtable_name': 0.045000888961024915, 'rtable_price': 0.021771163795537334, 'type': 'landmark'}",0.0,13.371943272999488,1.0,[0.34961513 0.65038484],716-801,"[0.642218, 0.642218]","[0.64904994, 0.6520036]",landmark
73,"{'ltable_description': 0.1413052974512947, 'ltable_name': 0.022341388444131992, 'ltable_price': -0.002229703314446651, 'rtable_description': 0.06597903692919978, 'rtable_name': 0.05100952299646856, 'rtable_price': -0.0016403469177896008, 'type': 'landmark'}",0.0,13.907701139978599,1.0,[0.2650889  0.73491114],238-604,"[0.730107, 0.730107]","[0.74781454, 0.7620527]",landmark
74,"{'ltable_description': 0.221640361185363, 'ltable_name': 0.029761025131250923, 'ltable_price': 0.005186662056934261, 'rtable_description': 0.11600279010837067, 'rtable_name': -0.03018421809190765, 'rtable_price': 0.006047178537605328, 'type': 'landmark'}",0.0,38.32180345803499,1.0,[0.2976931 0.7023069],570-694,"[0.72120655, 0.72120655]","[0.7710931, 0.7750809]",landmark
75,"{'ltable_description': 0.33944490670948135, 'ltable_name': 0.015815490945070204, 'ltable_price': -0.00040039021239339707, 'rtable_description': 0.17082360601418983, 'rtable_name': 0.023024493053834253, 'rtable_price': 0.004575502639356549, 'type': 'landmark'}",0.0,11.981051325972658,1.0,[0.46632785 0.53367215],840-818,"[0.54208136, 0.54208136]","[0.5438182, 0.5454589]",landmark
76,"{'ltable_description': 0.2859572504392468, 'ltable_name': 0.057954560339534035, 'ltable_price': -0.0016432385258940401, 'rtable_description': 0.23400119576210793, 'rtable_name': 0.021056393915378346, 'rtable_price': 0.004224709072381849, 'type': 'landmark'}",0.0,16.73921797797084,1.0,[0.29581234 0.7041876 ],460-512,"[0.7212201, 0.7212201]","[0.72486675, 0.7435789]",landmark
77,"{'ltable_description': 0.01230081933663014, 'ltable_name': 0.05257041039005654, 'ltable_price': 0.0038612550402107658, 'rtable_description': 0.11070868557767832, 'rtable_name': 0.03612270777085678, 'rtable_price': 0.0063187939228212244, 'type': 'landmark'}",0.0,17.103548765997402,1.0,[0.27135184 0.7286482 ],246-499,"[0.6650225, 0.65457]","[0.7286718, 0.727845]",landmark
78,"{'ltable_description': 0.23079458535403743, 'ltable_name': 0.001924936731288501, 'ltable_price': 0.0023182831703302104, 'rtable_description': 0.22562652466401178, 'rtable_name': 0.03689931827789379, 'rtable_price': -0.007334665775123079, 'type': 'landmark'}",0.0,18.96813002700219,1.0,[0.2731156 0.7268844],491-654,"[0.7415447, 0.7415447]","[0.81447405, 0.81437355]",landmark
79,"{'ltable_description': 0.22926135968553418, 'ltable_name': 0.013099943947213012, 'ltable_price': 0.003987737762661296, 'rtable_description': 0.18870544127672653, 'rtable_name': 0.031758453684715186, 'rtable_price': 0.009959367995264163, 'type': 'landmark'}",0.0,14.521792297018692,1.0,[0.2820362 0.7179638],476-1071,"[0.7619297, 0.7619297]","[0.7959631, 0.79297453]",landmark
80,"{'ltable_description': 0.1373496396739088, 'ltable_name': 0.016630468049283875, 'ltable_price': 0.0034627819535932424, 'rtable_description': 0.13370586096965092, 'rtable_name': 0.0396280848946729, 'rtable_price': 0.012379468899291184, 'type': 'landmark'}",0.0,14.732393187994603,1.0,[0.21041094 0.78958905],525-548,"[0.78922945, 0.78922945]","[0.78985167, 0.78716636]",landmark
81,"{'ltable_description': 0.062327069816688244, 'ltable_name': 0.017007280460737077, 'ltable_price': 0.012602712347978039, 'rtable_description': 0.08954560150301676, 'rtable_name': 0.039391706688663444, 'rtable_price': 0.015212972629229002, 'type': 'landmark'}",0.0,10.612086970999371,1.0,[0.26641095 0.73358905],593-235,"[0.7332884, 0.7332884]","[0.7358816, 0.7674019]",landmark
82,"{'ltable_description': 0.0808376561654767, 'ltable_name': 0.013269932963897292, 'ltable_price': 0.004445188221986527, 'rtable_description': 0.05650313656382051, 'rtable_name': 0.014115756231917631, 'rtable_price': 0.002384886914806563, 'type': 'landmark'}",0.0,9.034388102008961,1.0,[0.2734107 0.7265893],78-445,"[0.72923976, 0.72923976]","[0.7309243, 0.73079604]",landmark
83,"{'ltable_description': 0.12698394387287354, 'ltable_name': 0.02098149236191755, 'ltable_price': 0.00025474963297056536, 'rtable_description': 0.022838205280626637, 'rtable_name': 0.0008361952062566848, 'rtable_price': 0.007108020341649212, 'type': 'landmark'}",0.0,19.238304502971005,1.0,[0.3006935 0.6993065],644-724,"[0.7202043, 0.7202043]","[0.7333478, 0.73534226]",landmark
84,"{'ltable_description': 0.09296261330499446, 'ltable_name': 0.020963396279675, 'ltable_price': -0.008824507525190784, 'rtable_description': 0.07553734886139432, 'rtable_name': 0.012654987035625828, 'rtable_price': 0.0029361045742588247, 'type': 'landmark'}",0.0,12.164211222960148,1.0,[0.35431853 0.64568156],288-13,"[0.6496305, 0.6496305]","[0.6511008, 0.65537864]",landmark
85,"{'ltable_description': 0.17905453147447412, 'ltable_name': -0.0014583048573356752, 'ltable_price': 0.0022747041483119506, 'rtable_description': 0.1528058319901321, 'rtable_name': 0.0356018369863281, 'rtable_price': 0.011815407361393932, 'type': 'landmark'}",0.0,16.570609838992823,1.0,[0.3262277 0.6737723],547-879,"[0.7379165, 0.7379165]","[0.6985378, 0.711239]",landmark
86,"{'ltable_description': 0.1621998290680983, 'ltable_name': -0.004833649275534911, 'ltable_price': -0.001137381640351031, 'rtable_description': 0.02973439000113341, 'rtable_name': 0.00717611819311755, 'rtable_price': 0.00790383438195362, 'type': 'landmark'}",0.0,14.778003785992041,1.0,[0.30989522 0.6901048 ],427-637,"[0.7138551, 0.7138551]","[0.72244, 0.73154634]",landmark
87,"{'ltable_description': 0.19756554316285388, 'ltable_name': 0.013275077344887623, 'ltable_price': -0.00017079926787347006, 'rtable_description': 0.19704245921296668, 'rtable_name': 0.03285813274549296, 'rtable_price': 0.009908323763634186, 'type': 'landmark'}",0.0,17.86618928797543,1.0,[0.26238778 0.73761225],948-736,"[0.7625489, 0.7625489]","[0.77589065, 0.79483503]",landmark
88,"{'ltable_description': 0.11354137838259253, 'ltable_name': 0.023339759204370272, 'ltable_price': 0.007152681203855372, 'rtable_description': 0.10905140820663514, 'rtable_name': 0.08929967249625852, 'rtable_price': 0.006259522433527296, 'type': 'landmark'}",0.0,10.641241119999904,1.0,[0.2971204 0.7028796],1039-968,"[0.72652996, 0.72652996]","[0.7210382, 0.7199485]",landmark
89,"{'ltable_description': 0.2794044368126179, 'ltable_name': 0.03270459776871281, 'ltable_price': -0.0016229734871075685, 'rtable_description': 0.09438503265075797, 'rtable_name': -0.023528141059289288, 'rtable_price': 0.007990802036294323, 'type': 'landmark'}",0.0,9.31854641699465,1.0,[0.24302556 0.7569744 ],273-88,"[0.76353925, 0.76353925]","[0.7634654, 0.7613021]",landmark
90,"{'ltable_description': 0.1327540202627247, 'ltable_name': 0.016601809652516824, 'ltable_price': 0.01061755146094192, 'rtable_description': 0.05168267142060921, 'rtable_name': 0.002736903334131362, 'rtable_price': 0.011452226393080044, 'type': 'landmark'}",0.0,10.462405937025324,1.0,[0.29337054 0.7066295 ],243-328,"[0.7160837, 0.7160837]","[0.71724904, 0.7199053]",landmark
91,"{'ltable_description': 0.13655194903071152, 'ltable_name': 0.04284022797236605, 'ltable_price': -0.001234091845622654, 'rtable_description': 0.09939905353539777, 'rtable_name': -0.0012784648899418897, 'rtable_price': -0.014141306927472522, 'type': 'landmark'}",0.0,6.7052657440071926,1.0,[0.26664734 0.7333526 ],110-86,"[0.75441444, 0.75441444]","[0.753317, 0.75329]",landmark
92,"{'ltable_description': 0.10613233977753822, 'ltable_name': -0.02017456149058521, 'ltable_price': 0.0010769411410951565, 'rtable_description': 0.0840969462857723, 'rtable_name': -0.016227357444150076, 'rtable_price': 0.012282590772927534, 'type': 'landmark'}",0.0,15.019447768980172,1.0,[0.34772167 0.6522783 ],160-13,"[0.65288293, 0.65288293]","[0.6522137, 0.65655917]",landmark
93,"{'ltable_description': 0.22108792427329238, 'ltable_name': 0.00944496798655648, 'ltable_price': 0.002027291693580677, 'rtable_description': 0.10781842515605652, 'rtable_name': 0.028943904767911893, 'rtable_price': -0.0029121497345031243, 'type': 'landmark'}",0.0,15.940315872023348,1.0,[0.3084859 0.6915141],904-511,"[0.69782436, 0.69782436]","[0.70258725, 0.7140716]",landmark
94,"{'ltable_description': 0.21263275808729723, 'ltable_name': 0.0022888535912985036, 'ltable_price': 0.0010410966386048205, 'rtable_description': 0.16706207615485008, 'rtable_name': 0.020842959483059687, 'rtable_price': -0.00015898833503034905, 'type': 'landmark'}",0.0,23.77484452398494,1.0,[0.430105  0.5698951],982-1037,"[0.57548815, 0.57548815]","[0.5748912, 0.5749819]",landmark
95,"{'ltable_description': 0.1554412338013108, 'ltable_name': 0.013067574052031869, 'ltable_price': 0.0021209800820005506, 'rtable_description': 0.20777701641368057, 'rtable_name': 0.02935916128813023, 'rtable_price': -5.977415037136712e-05, 'type': 'landmark'}",0.0,20.213876132969745,1.0,[0.29369068 0.7063093 ],481-907,"[0.69401217, 0.69401217]","[0.71373695, 0.7667907]",landmark
96,"{'ltable_description': 0.23301180957292797, 'ltable_name': 0.03907404311393356, 'ltable_price': -0.000732438369489462, 'rtable_description': 0.08937594789536937, 'rtable_name': 0.00650215315443159, 'rtable_price': 0.00043538668998513094, 'type': 'landmark'}",0.0,18.30946474702796,1.0,[0.29764986 0.70235014],907-625,"[0.712521, 0.712521]","[0.7205663, 0.72401744]",landmark
97,"{'ltable_description': 0.28786634544239986, 'ltable_name': 0.011695344563995128, 'ltable_price': -0.007993285365123018, 'rtable_description': 0.07761465290502667, 'rtable_name': 0.027602619376058672, 'rtable_price': -0.0007146280787465992, 'type': 'landmark'}",0.0,14.919839248002972,1.0,[0.27132422 0.7286758 ],577-418,"[0.7594927, 0.7594927]","[0.7781324, 0.78531957]",landmark
98,"{'ltable_description': 0.04431728584711548, 'ltable_name': 0.014755806390798655, 'ltable_price': 0.0005785297743296494, 'rtable_description': 0.022362883434150924, 'rtable_name': -0.017322702843179737, 'rtable_price': 0.0026392771870483236, 'type': 'landmark'}",0.0,14.586104208021425,1.0,[0.29727542 0.7027246 ],561-699,"[0.7235703, 0.7235703]","[0.72993153, 0.73154134]",landmark
99,"{'ltable_description': 0.16979756819909025, 'ltable_name': 0.03345524195398059, 'ltable_price': -0.007556017240761771, 'rtable_description': 0.2318255259821122, 'rtable_name': 0.018937467073133266, 'rtable_price': 0.0065337900014982905, 'type': 'landmark'}",0.0,11.940731613954995,1.0,[0.3837746 0.6162254],181-132,"[0.5724197, 0.5724197]","[0.6125206, 0.66077477]",landmark
100,"{'ltable_description': 0.3096675524906503, 'ltable_name': 0.012728000689548115, 'ltable_price': -0.003841216803060778, 'rtable_description': 0.12726884967478744, 'rtable_name': 0.03323726234896289, 'rtable_price': -0.003585078294578374, 'type': 'landmark'}",0.0,20.697019984014332,1.0,[0.3447973 0.6552026],539-662,"[0.66365474, 0.66365474]","[0.6637736, 0.6668949]",landmark
101,"{'ltable_description': 0.19723305096762864, 'ltable_name': 0.006418465506522031, 'ltable_price': -0.011334432017220179, 'rtable_description': 0.09062645491681526, 'rtable_name': 0.01899083304204004, 'rtable_price': -0.005015190728586907, 'type': 'landmark'}",0.0,17.19780186796561,1.0,[0.297627 0.702373],829-691,"[0.7144859, 0.7144859]","[0.72781426, 0.7300577]",landmark
102,"{'ltable_description': 0.1632439584504483, 'ltable_name': 0.010401148343606057, 'ltable_price': 0.0024826241993821073, 'rtable_description': 0.11552327908029904, 'rtable_name': 0.042193189817457934, 'rtable_price': 0.0027251480369867892, 'type': 'landmark'}",0.0,18.029333417012822,1.0,[0.24111407 0.7588859 ],1023-81,"[0.76586676, 0.76586676]","[0.7647335, 0.75212544]",landmark
103,"{'ltable_description': 0.10991147452261649, 'ltable_name': 0.058799454801531266, 'ltable_price': -0.00015524924046078723, 'rtable_description': 0.20637978514616898, 'rtable_name': 0.10208166724329368, 'rtable_price': 0.0026761279756145505, 'type': 'landmark'}",0.0,15.43601716705598,1.0,[0.37447757 0.6255224 ],719-780,"[0.58576995, 0.58576995]","[0.6241147, 0.63344747]",landmark
104,"{'ltable_description': 0.30030234529204525, 'ltable_name': -0.010593981057753648, 'ltable_price': 0.0031845437123127303, 'rtable_description': 0.21641800699568461, 'rtable_name': 0.062011565819654016, 'rtable_price': 0.007854958971956864, 'type': 'landmark'}",0.0,18.549407691985834,1.0,[0.29969466 0.70030534],682-893,"[0.7225027, 0.7225027]","[0.7462585, 0.74994224]",landmark
105,"{'ltable_description': 0.19070443789892624, 'ltable_name': 0.028685412307577072, 'ltable_price': 0.00023761583419350772, 'rtable_description': 0.11530217866529284, 'rtable_name': -0.005421822019313529, 'rtable_price': 0.007613788279178475, 'type': 'landmark'}",0.0,15.322033265023492,1.0,[0.29571128 0.7042888 ],804-666,"[0.7004958, 0.7004958]","[0.7331839, 0.7506187]",landmark
106,"{'ltable_description': -0.05563297812519803, 'ltable_name': 0.044062774094504785, 'ltable_price': -0.0006654447509641184, 'rtable_description': 0.16143973823113092, 'rtable_name': 0.040441818671454986, 'rtable_price': 0.011615632946796798, 'type': 'landmark'}",0.0,14.239357974962331,1.0,[0.36104298 0.6389571 ],811-797,"[0.63278997, 0.6174927]","[0.642161, 0.6487947]",landmark
107,"{'ltable_description': 0.3334387186867966, 'ltable_name': 0.07249769600804491, 'ltable_price': -0.0062814159544340555, 'rtable_description': 0.2027145392041025, 'rtable_name': 0.06324929022777256, 'rtable_price': -0.007639849424979986, 'type': 'landmark'}",0.0,12.32409768999787,1.0,[0.4581522 0.5418478],840-676,"[0.5497998, 0.5497998]","[0.5510404, 0.5510924]",landmark
108,"{'ltable_description': 0.12770958733753723, 'ltable_name': -0.003090219206354874, 'ltable_price': 0.003247568082482253, 'rtable_description': 0.08223863214713514, 'rtable_name': -0.0006490891036194956, 'rtable_price': -0.007240639092744981, 'type': 'landmark'}",0.0,15.771460964053404,1.0,[0.3353486 0.6646514],830-289,"[0.73335993, 0.73335993]","[0.7321212, 0.7239435]",landmark
109,"{'ltable_description': 0.06134403735240548, 'ltable_name': 0.046003429782893616, 'ltable_price': 0.01683528822010127, 'rtable_description': 0.09763505653377766, 'rtable_name': -0.010203068057262807, 'rtable_price': -0.006590630155091304, 'type': 'landmark'}",0.0,14.100821373984218,1.0,[0.3032372  0.69676286],715-887,"[0.6897527, 0.6897527]","[0.69799995, 0.71631265]",landmark
110,"{'ltable_description': 0.10453925914999106, 'ltable_name': 0.035471648375506856, 'ltable_price': 0.0044332830180709385, 'rtable_description': 0.15487833266438683, 'rtable_name': 0.03305788748407197, 'rtable_price': -0.02164422073945927, 'type': 'landmark'}",0.0,15.972560152004007,1.0,[0.20439437 0.79560566],554-433,"[0.74826694, 0.74826694]","[0.76840913, 0.7944949]",landmark
111,"{'ltable_description': 0.16039381853372423, 'ltable_name': 0.03419377028346865, 'ltable_price': 0.012906672981681773, 'rtable_description': 0.121844508026796, 'rtable_name': 0.006315010523702461, 'rtable_price': -0.02073536681127402, 'type': 'landmark'}",0.0,11.044290699006524,1.0,[0.37401417 0.6259858 ],478-1054,"[0.6324008, 0.6324008]","[0.6294424, 0.62694633]",landmark
112,"{'ltable_description': 0.2385326982242801, 'ltable_name': -0.0038211716143195648, 'ltable_price': 0.004238566088499463, 'rtable_description': 0.13108125176186253, 'rtable_name': -0.014058837342822426, 'rtable_price': 0.0026652241047059443, 'type': 'landmark'}",0.0,15.174880082020536,1.0,[0.28837425 0.7116258 ],666-694,"[0.7192107, 0.7192107]","[0.7705169, 0.7745095]",landmark
113,"{'ltable_description': 0.14952711225045529, 'ltable_name': 0.023789276439722267, 'ltable_price': -0.015123440488181126, 'rtable_description': 0.2583658793918656, 'rtable_name': 0.07342754060120882, 'rtable_price': -0.00026591905073383997, 'type': 'landmark'}",0.0,21.523295320977923,1.0,[0.35835874 0.6416413 ],905-644,"[0.6395781, 0.6395781]","[0.6440965, 0.65997267]",landmark
114,"{'ltable_description': 0.07306071100557142, 'ltable_name': -0.002905041148946276, 'ltable_price': 0.003815179033977334, 'rtable_description': 0.16814713420951466, 'rtable_name': 0.11135346942792555, 'rtable_price': 0.00890954984619731, 'type': 'landmark'}",0.0,12.482823208963964,1.0,[0.37126616 0.6287339 ],413-855,"[0.6006146, 0.61962587]","[0.62705296, 0.53383124]",landmark
115,"{'ltable_description': 0.38073609212417336, 'ltable_name': -0.0014242034971731349, 'ltable_price': 0.000979267780623315, 'rtable_description': 0.10019961341566898, 'rtable_name': 0.06363266789456348, 'rtable_price': 0.0018302088766073113, 'type': 'landmark'}",0.0,19.52274532301817,1.0,[0.29399627 0.7060037 ],933-20,"[0.71269506, 0.71269506]","[0.7164461, 0.7238477]",landmark
116,"{'ltable_description': 0.16850443910445417, 'ltable_name': 0.05076119024423501, 'ltable_price': 0.001126390107071727, 'rtable_description': 0.08078243526396259, 'rtable_name': 0.07300064050138755, 'rtable_price': -0.003438630880851769, 'type': 'landmark'}",0.0,11.372169935028069,1.0,[0.4444029 0.5555971],330-256,"[0.5489298, 0.5489298]","[0.5516246, 0.5681134]",landmark
117,"{'ltable_description': 0.13476499141616186, 'ltable_name': 0.028684892370214633, 'ltable_price': -0.0020474667755616283, 'rtable_description': 0.07220941474078156, 'rtable_name': 0.006438281578593543, 'rtable_price': 0.0145340247267182, 'type': 'landmark'}",0.0,16.28053299500607,1.0,[0.2999377  0.70006233],562-351,"[0.71174985, 0.71174985]","[0.7063303, 0.68732065]",landmark
118,"{'ltable_description': 0.23143775200048072, 'ltable_name': 0.009923532963098055, 'ltable_price': 0.001674652357057895, 'rtable_description': 0.16917858771146402, 'rtable_name': 0.03043589081371225, 'rtable_price': 4.6276023962405996e-05, 'type': 'landmark'}",0.0,19.21035592100816,1.0,[0.28542817 0.7145719 ],442-578,"[0.75174975, 0.75174975]","[0.767859, 0.7745778]",landmark
119,"{'ltable_description': 0.0588962968716648, 'ltable_name': 0.01540804310053132, 'ltable_price': 0.003333444396147707, 'rtable_description': 0.2020265058032481, 'rtable_name': -0.010648377870180215, 'rtable_price': 0.002975076266777405, 'type': 'landmark'}",0.0,16.09672449203208,1.0,[0.33141452 0.6685855 ],563-763,"[0.65625566, 0.65625566]","[0.6634286, 0.6677482]",landmark
120,"{'ltable_description': 0.12868435077712637, 'ltable_name': 0.027294250059332496, 'ltable_price': 0.004713611053845338, 'rtable_description': 0.18895856640656733, 'rtable_name': 0.0224875531177659, 'rtable_price': 0.00027115429589942347, 'type': 'landmark'}",0.0,11.635299083951395,1.0,[0.30496097 0.6950391 ],793-991,"[0.6978139, 0.6978139]","[0.71541095, 0.75202906]",landmark
121,"{'ltable_description': 0.2056177974017872, 'ltable_name': 0.005401696973045536, 'ltable_price': 0.004813518952434517, 'rtable_description': 0.11934728684901237, 'rtable_name': 0.050618500440430356, 'rtable_price': 0.0027971249267601905, 'type': 'landmark'}",0.0,16.8057702719816,1.0,[0.27923164 0.7207684 ],893-292,"[0.7212117, 0.7212117]","[0.7206107, 0.72494364]",landmark
122,"{'ltable_description': 0.3185053966485401, 'ltable_name': 0.03486634885284645, 'ltable_price': 0.0028390032763241746, 'rtable_description': 0.1457110336946621, 'rtable_name': 0.01147037737745629, 'rtable_price': -0.0017694078271189926, 'type': 'landmark'}",0.0,19.004082532948814,1.0,[0.48218697 0.517813  ],912-1002,"[0.51788074, 0.51788074]","[0.52345073, 0.526379]",landmark
123,"{'ltable_description': 0.15212990014791505, 'ltable_name': 0.008333928802173868, 'ltable_price': -0.0060642490042182, 'rtable_description': 0.14580577063666483, 'rtable_name': 0.03693854478079961, 'rtable_price': 0.00909372556892215, 'type': 'landmark'}",0.0,15.267477261950262,1.0,[0.42999673 0.5700033 ],247-320,"[0.57693064, 0.57693064]","[0.57592154, 0.56963193]",landmark
124,"{'ltable_description': 0.17973890683376792, 'ltable_name': 0.03254733250007354, 'ltable_price': 0.010678890933168284, 'rtable_description': 0.11330246794584903, 'rtable_name': 0.03360498662754937, 'rtable_price': -0.007891548403045321, 'type': 'landmark'}",0.0,11.745531628024764,1.0,[0.28867358 0.71132636],264-390,"[0.7496152, 0.7496152]","[0.7505611, 0.7511789]",landmark
125,"{'ltable_description': 0.1649917435754846, 'ltable_name': 0.00752944812917041, 'ltable_price': 0.004674735104729908, 'rtable_description': 0.025619425424466293, 'rtable_name': -0.009592297341182813, 'rtable_price': 0.005709004412846313, 'type': 'landmark'}",0.0,20.809054190991446,1.0,[0.34015885 0.6598411 ],900-948,"[0.7003517, 0.7003517]","[0.75487715, 0.75856173]",landmark
126,"{'ltable_description': 0.15099379885130834, 'ltable_name': -0.022923003893916494, 'ltable_price': 0.0019864034213477096, 'rtable_description': 0.2534728008723762, 'rtable_name': 0.04913936533135373, 'rtable_price': 0.022678904511677915, 'type': 'landmark'}",0.0,9.626947703014594,1.0,[0.33297405 0.667026  ],208-245,"[0.66721165, 0.66721165]","[0.668045, 0.68894374]",landmark
127,"{'ltable_description': 0.22550502520159993, 'ltable_name': 0.008693973955316724, 'ltable_price': 9.961988657573113e-05, 'rtable_description': 0.09517422541316262, 'rtable_name': 0.023813812516420372, 'rtable_price': -0.006939722083054139, 'type': 'landmark'}",0.0,14.71792273799656,1.0,[0.3154507 0.6845493],906-511,"[0.7334315, 0.7334315]","[0.807655, 0.80890095]",landmark
128,"{'ltable_description': 0.2331670985817032, 'ltable_name': 0.03786030170917383, 'ltable_price': -0.001792755757269685, 'rtable_description': 0.10378414285121186, 'rtable_name': 0.04594176850154662, 'rtable_price': 0.0022525648666166685, 'type': 'landmark'}",0.0,11.218900618026964,1.0,[0.30419987 0.6958001 ],608-1083,"[0.733606, 0.733606]","[0.7321024, 0.7296309]",landmark
129,"{'ltable_description': 0.25876559540967936, 'ltable_name': -0.0012181209941074186, 'ltable_price': -0.004065027057518036, 'rtable_description': 0.10714124108493245, 'rtable_name': 0.01722344569838769, 'rtable_price': 0.0006448070717472762, 'type': 'landmark'}",0.0,15.554989274998661,1.0,[0.29620817 0.7037918 ],841-418,"[0.77852744, 0.77852744]","[0.80627614, 0.8095771]",landmark
130,"{'ltable_description': 0.2852399139135055, 'ltable_name': 0.018956098580597307, 'ltable_price': 0.016463915356083887, 'rtable_description': 0.31086253161358696, 'rtable_name': 0.021744527094144688, 'rtable_price': 0.0035114940405864842, 'type': 'landmark'}",0.0,18.661734720051754,1.0,[0.27328047 0.72671956],574-574,"[0.7100621, 0.7100621]","[0.74028724, 0.7694825]",landmark
131,"{'ltable_description': 0.1874263309446036, 'ltable_name': 0.019809943367170648, 'ltable_price': -0.011446380419085531, 'rtable_description': 0.30266451747812834, 'rtable_name': 0.01842778109188872, 'rtable_price': 0.0013269340730498922, 'type': 'landmark'}",0.0,14.247550075990148,1.0,[0.46493387 0.5350662 ],132-150,"[0.5385686, 0.5385686]","[0.54564905, 0.54790604]",landmark
132,"{'ltable_description': 0.11994071316823053, 'ltable_name': 0.003023338567976453, 'ltable_price': 0.007110757013552415, 'rtable_description': 0.0652562890897636, 'rtable_name': 0.0026285092000473587, 'rtable_price': -0.00440662409280705, 'type': 'landmark'}",0.0,18.36261204298353,1.0,[0.28219444 0.7178056 ],925-761,"[0.71456593, 0.71456593]","[0.71882766, 0.727041]",landmark
133,"{'ltable_description': 0.3091547912392541, 'ltable_name': -0.004072674831280862, 'ltable_price': 0.006472099743174014, 'rtable_description': 0.17443240866293547, 'rtable_name': 0.024772533187761722, 'rtable_price': -0.0037003517893737597, 'type': 'landmark'}",0.0,13.7751455999678,1.0,[0.33753544 0.6624645 ],531-664,"[0.66572523, 0.66572523]","[0.6832643, 0.6841395]",landmark
134,"{'ltable_description': 0.19491091475029867, 'ltable_name': 0.05044477236652119, 'ltable_price': 0.007962196068013908, 'rtable_description': 0.16227782491581924, 'rtable_name': -0.002234001428304748, 'rtable_price': -0.0011814589341877556, 'type': 'landmark'}",0.0,14.456930304993875,1.0,[0.30216277 0.69783723],752-884,"[0.70930225, 0.70930225]","[0.71473527, 0.7152688]",landmark
135,"{'ltable_description': 0.1274093980389351, 'ltable_name': 0.03431684901680463, 'ltable_price': 0.0002719447982951614, 'rtable_description': 0.10150749343910874, 'rtable_name': 0.0035711604079918468, 'rtable_price': -0.005301335437004954, 'type': 'landmark'}",0.0,14.83754727896303,1.0,[0.27189004 0.72810996],44-210,"[0.7742541, 0.7742541]","[0.7273986, 0.7383914]",landmark
136,"{'ltable_description': 0.3217701025171435, 'ltable_name': -0.0017059337102839768, 'ltable_price': 0.0005149101854879025, 'rtable_description': 0.2019922612950071, 'rtable_name': 0.024025807813821926, 'rtable_price': 0.007043659969775079, 'type': 'landmark'}",0.0,17.77654705499299,1.0,[0.3062772 0.6937229],684-1076,"[0.70790154, 0.70790154]","[0.73832846, 0.74755955]",landmark
137,"{'ltable_description': 0.1351053565357044, 'ltable_name': 0.01754349396215172, 'ltable_price': -0.0008401234762599266, 'rtable_description': 0.2971980882139224, 'rtable_name': 0.03365801240457917, 'rtable_price': 0.017391152237680084, 'type': 'landmark'}",0.0,11.420658340037335,1.0,[0.25868726 0.7413128 ],799-736,"[0.6784213, 0.6784213]","[0.7805253, 0.79829437]",landmark
138,"{'ltable_description': 0.14955461314155163, 'ltable_name': 0.021226059965755818, 'ltable_price': 0.006493204273193224, 'rtable_description': 0.1429672047927834, 'rtable_name': 0.023046919166606582, 'rtable_price': -0.0010354754009771023, 'type': 'landmark'}",0.0,14.271688387962058,1.0,[0.3643548  0.63564515],385-424,"[0.65290403, 0.65290403]","[0.650526, 0.64925116]",landmark
139,"{'ltable_description': 0.2450900821298605, 'ltable_name': 0.012719841059994411, 'ltable_price': -4.5343146229762446e-05, 'rtable_description': 0.2267243457789128, 'rtable_name': 0.02248226953882158, 'rtable_price': 0.0019487053455373052, 'type': 'landmark'}",0.0,20.62796172196977,1.0,[0.3217575  0.67824244],865-584,"[0.6809196, 0.6809196]","[0.7046143, 0.7889052]",landmark
140,"{'ltable_description': 0.13069358197283804, 'ltable_name': 0.039871451052277934, 'ltable_price': 0.00790632067197255, 'rtable_description': 0.08066001752401378, 'rtable_name': 0.01304084946893724, 'rtable_price': 0.005100207754503858, 'type': 'landmark'}",0.0,13.141989296011161,1.0,[0.31006858 0.68993145],293-716,"[0.6959598, 0.6959598]","[0.7203854, 0.7264208]",landmark
141,"{'ltable_description': 0.13701973457011454, 'ltable_name': 0.040407947483761184, 'ltable_price': 0.0015985348099659866, 'rtable_description': 0.20211072428629104, 'rtable_name': 0.008338987282181815, 'rtable_price': -0.010003054723985988, 'type': 'landmark'}",0.0,23.690939802967478,1.0,[0.28646252 0.7135375 ],685-573,"[0.6994871, 0.6994871]","[0.7054956, 0.7397815]",landmark
142,"{'ltable_description': 0.2055061821598956, 'ltable_name': -0.005910518919148588, 'ltable_price': 0.004689590209789092, 'rtable_description': 0.20387971129777763, 'rtable_name': 0.010726202411885247, 'rtable_price': -0.007342811618650413, 'type': 'landmark'}",0.0,19.875692074012477,1.0,[0.27805522 0.7219448 ],370-630,"[0.7865937, 0.7865937]","[0.8028409, 0.803293]",landmark
143,"{'ltable_description': 0.31350918960069935, 'ltable_name': 0.01282527332738408, 'ltable_price': 0.0068625029698560006, 'rtable_description': 0.3442730719121419, 'rtable_name': 0.019610883345146185, 'rtable_price': -7.764160442768481e-05, 'type': 'landmark'}",0.0,16.17601548397215,1.0,[0.3102202 0.6897798],400-584,"[0.70862985, 0.70862985]","[0.7778433, 0.7883471]",landmark
