,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score
35,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.944639328867197,0.05536067113280296
36,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and'],0.8707997798919678,0.12920022010803223
37,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578083664178848,0.14219163358211517
38,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and']",0.9427381157875061,0.057261884212493896
39,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446521550416946,0.05534784495830536
40,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and', nan]",0.8699676841497421,0.13003231585025787
41,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and', nan]",0.9426406249403954,0.057359375059604645
42,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446600489318371,0.05533995106816292
43,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45'],0.8722066879272461,0.1277933120727539
44,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.857824981212616,0.14217501878738403
45,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45']",0.9432049244642258,0.05679507553577423
46,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446600489318371,0.05533995106816292
47,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and 45', nan]",0.8722066879272461,0.1277933120727539
48,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45', nan]",0.9431158378720284,0.05688416212797165
49,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446649290621281,0.05533507093787193
50,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm'],0.8727812170982361,0.12721878290176392
51,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578387498855591,0.14216125011444092
52,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm']",0.9434620141983032,0.05653798580169678
53,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446649290621281,0.05533507093787193
54,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm', nan]",0.8727812170982361,0.12721878290176392
55,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm', nan]",0.9434620141983032,0.05653798580169678
56,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446679912507534,0.0553320087492466
57,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds'],0.8747574388980865,0.12524256110191345
58,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578490018844604,0.14215099811553955
59,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds']",0.944000493735075,0.055999506264925
60,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446679912507534,0.0553320087492466
61,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds', nan]",0.8747574388980865,0.12524256110191345
62,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds', nan]",0.944000493735075,0.055999506264925
63,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446679912507534,0.0553320087492466
64,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo'],0.8739521354436874,0.12604786455631256
65,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578548580408096,0.14214514195919037
66,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo']",0.9442508965730667,0.05574910342693329
67,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446699284017086,0.0553300715982914
68,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo', nan]",0.8741391003131866,0.12586089968681335
69,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo', nan]",0.9442774094641209,0.055722590535879135
70,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446711540222168,0.0553288459777832
71,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed'],0.8747062236070633,0.1252937763929367
72,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578581213951111,0.14214187860488892
73,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed']",0.9444112703204155,0.0555887296795845
74,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446711540222168,0.0553288459777832
75,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed,,"('rtable_description', 'rtable_price')","[nan, nan]","['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed', nan]",0.8747062236070633,0.1252937763929367
76,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed', nan]",0.9444112703204155,0.0555887296795845
77,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446711540222168,0.0553288459777832
78,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description',)",[nan],['supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control'],0.8897198364138603,0.11028016358613968
79,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578580915927887,0.1421419084072113
80,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control']",0.9470231644809246,0.052976835519075394
81,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446711540222168,0.0553288459777832
82,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_description', 'rtable_price')","[nan, nan]","['supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",0.8897198364138603,0.11028016358613968
83,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control,,"('rtable_name', 'rtable_description', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan, nan]","['sony turntable pslx350h', 'supplied moving magnet phono cartridge bonded diamond stylus static balance tonearm pitch control', nan]",0.9470231793820858,0.0529768206179142
84,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name',)",['maytag 2.0 cu . ft. over-the-range microwave oven'],['sony turntable pslx350h'],0.9446719735860825,0.05532802641391754
85,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed control,,"('rtable_description',)",[nan],['sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed control'],0.875321127474308,0.12467887252569199
86,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('rtable_price',)",[nan],[nan],0.8578598499298096,0.14214015007019043
87,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed control,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', 'sony turntable pslx350h belt drive system 33-1/3 and 45 rpm speeds servo speed control']",0.9445021264255047,0.055497873574495316
88,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,sony turntable pslx350h,,,"('rtable_name', 'rtable_price')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['sony turntable pslx350h', nan]",0.9446719735860825,0.05532802641391754
