,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score
232,Double Dragon Imperial Red Ale,Nuevo Mundo CervecerÃa,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['Nuevo Mundo CervecerÃa', 'American Amber / Red Ale']",0.9796956423670053,0.020304357632994652
233,Double Dragon Imperial Red Ale,Nuevo Mundo CervecerÃa,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['Nuevo Mundo CervecerÃa', '6.10 %']",0.935554601252079,0.06444539874792099
234,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '6.10 %']",0.9423513151705265,0.057648684829473495
235,AMAZ ',Nuevo Mundo CervecerÃa,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","[""AMAZ '"", 'Nuevo Mundo CervecerÃa', 'American Amber / Red Ale']",0.7540614008903503,0.24593859910964966
236,AMAZ ',Nuevo Mundo CervecerÃa,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","[""AMAZ '"", 'Nuevo Mundo CervecerÃa', '6.10 %']",0.400593101978302,0.599406898021698
237,AMAZ ',Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","[""AMAZ '"", 'American Amber / Red Ale', '6.10 %']",0.4204924702644348,0.5795075297355652
238,Double Dragon Imperial Red Ale,Nuevo Mundo CervecerÃa,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Nuevo Mundo CervecerÃa', 'American Amber / Red Ale', '6.10 %']",0.9355545714497566,0.06444542855024338
239,AMAZ ',Nuevo Mundo CervecerÃa,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","[""AMAZ '"", 'Nuevo Mundo CervecerÃa', 'American Amber / Red Ale', '6.10 %']",0.4005930423736572,0.5994069576263428
240,7 Barrios Amber,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['7 Barrios Amber'],0.7562075406312943,0.24379245936870575
241,Double Dragon Imperial Red Ale,CervecerÃa Lesnez,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['CervecerÃa Lesnez'],0.9789193421602249,0.021080657839775085
242,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9819662719964981,0.018033728003501892
243,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['5.10 %'],0.9474100135266781,0.052589986473321915
244,7 Barrios Amber,CervecerÃa Lesnez,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['7 Barrios Amber', 'CervecerÃa Lesnez']",0.7255769670009613,0.2744230329990387
245,7 Barrios Amber,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['7 Barrios Amber', 'American Amber / Red Ale']",0.7562075406312943,0.24379245936870575
246,7 Barrios Amber,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['7 Barrios Amber', '5.10 %']",0.41991281509399414,0.5800871849060059
247,Double Dragon Imperial Red Ale,CervecerÃa Lesnez,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['CervecerÃa Lesnez', 'American Amber / Red Ale']",0.9789193421602249,0.021080657839775085
248,Double Dragon Imperial Red Ale,CervecerÃa Lesnez,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['CervecerÃa Lesnez', '5.10 %']",0.9389397315680981,0.06106026843190193
249,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '5.10 %']",0.9474100135266781,0.052589986473321915
250,7 Barrios Amber,CervecerÃa Lesnez,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['7 Barrios Amber', 'CervecerÃa Lesnez', 'American Amber / Red Ale']",0.7255769670009613,0.2744230329990387
251,7 Barrios Amber,CervecerÃa Lesnez,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['7 Barrios Amber', 'CervecerÃa Lesnez', '5.10 %']",0.3853893280029297,0.6146106719970703
252,7 Barrios Amber,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['7 Barrios Amber', 'American Amber / Red Ale', '5.10 %']",0.41991281509399414,0.5800871849060059
253,Double Dragon Imperial Red Ale,CervecerÃa Lesnez,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['CervecerÃa Lesnez', 'American Amber / Red Ale', '5.10 %']",0.9389397315680981,0.06106026843190193
254,7 Barrios Amber,CervecerÃa Lesnez,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['7 Barrios Amber', 'CervecerÃa Lesnez', 'American Amber / Red Ale', '5.10 %']",0.3853893280029297,0.6146106719970703
255,Bluesfest,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Bluesfest'],0.6669438481330872,0.33305615186691284
256,Double Dragon Imperial Red Ale,Urban Artifact,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Urban Artifact'],0.9771773349493742,0.0228226650506258
257,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9819662719964981,0.018033728003501892
258,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['6.10 %'],0.9423513151705265,0.057648684829473495
259,Bluesfest,Urban Artifact,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Bluesfest', 'Urban Artifact']",0.6109808087348938,0.3890191912651062
260,Bluesfest,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Bluesfest', 'American Amber / Red Ale']",0.6669438481330872,0.33305615186691284
261,Bluesfest,Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Bluesfest', '6.10 %']",0.29597675800323486,0.7040232419967651
262,Double Dragon Imperial Red Ale,Urban Artifact,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['Urban Artifact', 'American Amber / Red Ale']",0.9771773349493742,0.0228226650506258
263,Double Dragon Imperial Red Ale,Urban Artifact,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['Urban Artifact', '6.10 %']",0.9278381690382957,0.07216183096170425
264,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '6.10 %']",0.9423513151705265,0.057648684829473495
265,Bluesfest,Urban Artifact,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['Bluesfest', 'Urban Artifact', 'American Amber / Red Ale']",0.6109808087348938,0.3890191912651062
266,Bluesfest,Urban Artifact,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['Bluesfest', 'Urban Artifact', '6.10 %']",0.253997266292572,0.746002733707428
267,Bluesfest,Phillips Brewing Company,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['Bluesfest', 'American Amber / Red Ale', '6.10 %']",0.29597675800323486,0.7040232419967651
268,Double Dragon Imperial Red Ale,Urban Artifact,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Urban Artifact', 'American Amber / Red Ale', '6.10 %']",0.9278381690382957,0.07216183096170425
269,Bluesfest,Urban Artifact,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Bluesfest', 'Urban Artifact', 'American Amber / Red Ale', '6.10 %']",0.253997266292572,0.746002733707428
270,Rufous,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Rufous'],0.6434793174266815,0.3565206825733185
271,Double Dragon Imperial Red Ale,Prohibition Pig,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Prohibition Pig'],0.9773200172930956,0.02267998270690441
272,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9819662719964981,0.018033728003501892
273,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['5.60 %'],0.9736796226352453,0.026320377364754677
274,Rufous,Prohibition Pig,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Rufous', 'Prohibition Pig']",0.5874863266944885,0.4125136733055115
275,Rufous,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Rufous', 'American Amber / Red Ale']",0.6434793174266815,0.3565206825733185
276,Rufous,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Rufous', '5.60 %']",0.5499742031097412,0.4500257968902588
277,Double Dragon Imperial Red Ale,Prohibition Pig,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['Prohibition Pig', 'American Amber / Red Ale']",0.9773200172930956,0.02267998270690441
278,Double Dragon Imperial Red Ale,Prohibition Pig,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['Prohibition Pig', '5.60 %']",0.966928742825985,0.033071257174015045
279,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '5.60 %']",0.9736796170473099,0.026320382952690125
280,Rufous,Prohibition Pig,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['Rufous', 'Prohibition Pig', 'American Amber / Red Ale']",0.5874863266944885,0.4125136733055115
281,Rufous,Prohibition Pig,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['Rufous', 'Prohibition Pig', '5.60 %']",0.4907074570655823,0.5092925429344177
282,Rufous,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['Rufous', 'American Amber / Red Ale', '5.60 %']",0.5499742329120636,0.4500257670879364
283,Double Dragon Imperial Red Ale,Prohibition Pig,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Prohibition Pig', 'American Amber / Red Ale', '5.60 %']",0.966928742825985,0.033071257174015045
284,Rufous,Prohibition Pig,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Rufous', 'Prohibition Pig', 'American Amber / Red Ale', '5.60 %']",0.4760923981666565,0.5239076018333435
285,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('rtable_Beer_Name',)",['Scuttlebutt Mateo Loco Imperial Red Ale'],['Havannah'],0.6332076489925385,0.36679235100746155
286,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),American Strong Ale,7.10 %,"('rtable_Brew_Factory_Name',)",['Scuttlebutt Brewing Co. .'],['Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )'],0.9818453080952168,0.01815469190478325
287,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,Amber Ale,7.10 %,"('rtable_Style',)",['American Strong Ale'],['Amber Ale'],0.9737755339592695,0.026224466040730476
288,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,5.80 %,"('rtable_ABV',)",['7.10 %'],['5.80 %'],0.9796505086123943,0.020349491387605667
289,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),American Strong Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'Scuttlebutt Brewing Co. .']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )']",0.653399258852005,0.346600741147995
290,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Scuttlebutt Brewing Co. .,Amber Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Style')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'American Strong Ale']","['Havannah', 'Amber Ale']",0.5317740440368652,0.46822595596313477
291,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Scuttlebutt Brewing Co. .,American Strong Ale,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Scuttlebutt Mateo Loco Imperial Red Ale', '7.10 %']","['Havannah', '5.80 %']",0.6181927025318146,0.3818072974681854
292,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,7.10 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Scuttlebutt Brewing Co. .', 'American Strong Ale']","['Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', 'Amber Ale']",0.9744589067995548,0.025541093200445175
293,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),American Strong Ale,5.80 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Scuttlebutt Brewing Co. .', '7.10 %']","['Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', '5.80 %']",0.9801781177520752,0.019821882247924805
294,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,Amber Ale,5.80 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '7.10 %']","['Amber Ale', '5.80 %']",0.9714250043034554,0.028574995696544647
295,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'Scuttlebutt Brewing Co. .', 'American Strong Ale']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', 'Amber Ale']",0.5541501641273499,0.44584983587265015
296,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),American Strong Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'Scuttlebutt Brewing Co. .', '7.10 %']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', '5.80 %']",0.6384156942367554,0.36158430576324463
297,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Scuttlebutt Brewing Co. .,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'American Strong Ale', '7.10 %']","['Havannah', 'Amber Ale', '5.80 %']",0.516193151473999,0.483806848526001
298,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,5.80 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Scuttlebutt Brewing Co. .', 'American Strong Ale', '7.10 %']","['Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', 'Amber Ale', '5.80 %']",0.9721522647887468,0.027847735211253166
299,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'Scuttlebutt Brewing Co. .', 'American Strong Ale', '7.10 %']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )', 'Amber Ale', '5.80 %']",0.5383143723011017,0.4616856276988983
300,Fistmas,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Fistmas'],0.6656452715396881,0.3343547284603119
301,Double Dragon Imperial Red Ale,Revolution Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Revolution Brewing Company'],0.9819738976657391,0.01802610233426094
