,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
540,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"kungl . svenska vetensk . akad . handl. , p. 327 ( 1852 ) ; poggendorff annalen 94 , 141 ( 1855 ) aj ã?ngstrã ¶ m phil . mag ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['kungl . svenska vetensk . akad . handl. , p. 327 ( 1852 ) ; poggendorff annalen 94 , 141 ( 1855 ) aj ã?ngstrã ¶ m phil . mag ,']",0.09652793407440186,0.9034720659255981,2
239,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchung zum rheologischen verhalten von polybutadienen mit bimodaler molmassenverteilung phd l berger,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['untersuchung zum rheologischen verhalten von polybutadienen mit bimodaler molmassenverteilung phd l berger', nan]",0.036364853382110596,0.9636351466178894,2
335,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg', nan]",0.04670900106430054,0.9532909989356995,2
728,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['sucht , macht und gewalt']",0.07142883539199829,0.9285711646080017,2
129,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,zur verbreitung und oekologie endophytischer pilze o petrini 1984.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['zur verbreitung und oekologie endophytischer pilze o petrini 1984.0', nan]",0.05616694688796997,0.94383305311203,2
128,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,zur verbreitung und oekologie endophytischer pilze o petrini 1984.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['zur verbreitung und oekologie endophytischer pilze o petrini 1984.0', nan]",0.05616694688796997,0.94383305311203,2
127,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,zur verbreitung und oekologie endophytischer pilze o petrini 1984.0,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['zur verbreitung und oekologie endophytischer pilze o petrini 1984.0', nan]",0.041043877601623535,0.9589561223983765,2
126,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,zur verbreitung und oekologie endophytischer pilze o petrini 1984.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['zur verbreitung und oekologie endophytischer pilze o petrini 1984.0'],0.057262420654296875,0.9427375793457031,2
238,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchung zum rheologischen verhalten von polybutadienen mit bimodaler molmassenverteilung phd l berger,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['untersuchung zum rheologischen verhalten von polybutadienen mit bimodaler molmassenverteilung phd l berger'],0.05021321773529053,0.9497867822647095,2
121,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r","m tresch , mh scholl , ibmar center , ca san jose","proceedings of the 1996 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r', 'proceedings of the 1996 acm sigmod international conference & hellip ; ,']",0.0749739408493042,0.9250260591506958,2
120,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r']",0.29520297050476074,0.7047970294952393,2
115,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001","m tresch , mh scholl , ibmar center , ca san jose",,1784.0,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001', 1784.0]",0.2876760959625244,0.7123239040374756,2
114,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001', nan]",0.1782153844833374,0.8217846155166626,2
113,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001","r wuttke , w weidner",,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001', 'r wuttke , w weidner']",0.05969482660293579,0.9403051733970642,2
134,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0'],0.0900619626045227,0.9099380373954773,2
112,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001']",0.1782153844833374,0.8217846155166626,2
107,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,"m tresch , mh scholl , ibmar center , ca san jose",,1981.0,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', 1981.0]",0.04977136850357056,0.9502286314964294,2
106,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', nan]",0.061318278312683105,0.9386817216873169,2
105,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,a lessel-dummel,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', 'a lessel-dummel']",0.05764615535736084,0.9423538446426392,2
104,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald'],0.057733356952667236,0.9422666430473328,2
745,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,das einen link zu einem programm oder dokument in e bild microsoft,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['das einen link zu einem programm oder dokument in e bild microsoft', nan]",0.03305160999298096,0.966948390007019,2
99,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', nan]",0.06443971395492554,0.9355602860450745,2
98,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', nan]",0.06443971395492554,0.9355602860450745,2
97,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,c leitzinger,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', 'c leitzinger']",0.11175549030303955,0.8882445096969604,2
96,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0'],0.06443971395492554,0.9355602860450745,2
746,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,das einen link zu einem programm oder dokument in e bild microsoft,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['das einen link zu einem programm oder dokument in e bild microsoft', nan]",0.0430867075920105,0.9569132924079895,2
744,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,das einen link zu einem programm oder dokument in e bild microsoft,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['das einen link zu einem programm oder dokument in e bild microsoft'],0.0430867075920105,0.9569132924079895,2
91,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan]",0.05162566900253296,0.948374330997467,2
135,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0', nan]",0.1733357310295105,0.8266642689704895,2
137,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0', nan]",0.0900619626045227,0.9099380373954773,2
175,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"a toumi , s engell",,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', 'a toumi , s engell']",0.12302517890930176,0.8769748210906982,2
174,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses ('],0.11160522699356079,0.8883947730064392,2
736,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt']",0.11275827884674072,0.8872417211532593,2
169,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,', nan]",0.0542294979095459,0.9457705020904541,2
168,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,', nan]",0.0542294979095459,0.9457705020904541,2
167,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,', nan]",0.0670393705368042,0.9329606294631958,2
166,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,']",0.0545496940612793,0.9454503059387207,2
737,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt', nan]",0.21105331182479858,0.7889466881752014,2
161,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,"m tresch , mh scholl , ibmar center , ca san jose",,1987.0,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', 1987.0]",0.14019149541854858,0.8598085045814514,2
160,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', nan]",0.05414259433746338,0.9458574056625366,2
136,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['wolkenparameter und hagelkorngrã ¶ ssen von hagelzellen mit autoschadenpotential-versuch einer hh schiesser 1998.0', nan]",0.0900619626045227,0.9099380373954773,2
159,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', nan]",0.05650925636291504,0.943490743637085,2
738,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt', nan]",0.10896235704421997,0.89103764295578,2
153,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andreas bauer-holger gã 1/4 nzel , dpukt . verlag","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['andreas bauer-holger gã 1/4 nzel , dpukt . verlag', nan]",0.044514477252960205,0.9554855227470398,2
152,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andreas bauer-holger gã 1/4 nzel , dpukt . verlag","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['andreas bauer-holger gã 1/4 nzel , dpukt . verlag', nan]",0.044514358043670654,0.9554856419563293,2
151,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andreas bauer-holger gã 1/4 nzel , dpukt . verlag",dw systeme,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['andreas bauer-holger gã 1/4 nzel , dpukt . verlag', 'dw systeme']",0.0531274676322937,0.9468725323677063,2
150,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andreas bauer-holger gã 1/4 nzel , dpukt . verlag","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['andreas bauer-holger gã 1/4 nzel , dpukt . verlag']",0.044514358043670654,0.9554856419563293,2
739,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['matlab-simulink-stateflow oldenbourg 2003 a angermann , m beuschel , m rau , u wohlfahrt', nan]",0.10896223783493042,0.8910377621650696,2
145,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,', nan]",0.04615086317062378,0.9538491368293762,2
144,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,', nan]",0.04615074396133423,0.9538492560386658,2
143,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,', nan]",0.038395464420318604,0.9616045355796814,2
142,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['zur nahrungswahl der gartengrasmã 1/4 cke sylvia borin : ein beitrag zur bedeutung der frugivorie bei f bairlein proc . int ,']",0.04615074396133423,0.9538492560386658,2
158,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary'],0.05329716205596924,0.9467028379440308,2
176,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', nan]",0.11096358299255371,0.8890364170074463,2
90,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan]",0.05162566900253296,0.948374330997467,2
88,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0']",0.05162566900253296,0.948374330997467,2
