,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
258,Hopstock,La Brasserie Artisanale de Nice,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Hopstock', 'La Brasserie Artisanale de Nice']",0.4805448651313782,0.5194551348686218,2
260,BFH,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['BFH'],0.4044143557548523,0.5955856442451477,2
261,BFH,Climbing Bines Hop Farm,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['BFH', 'Climbing Bines Hop Farm']",0.3753700256347656,0.6246299743652344,2
262,BFH,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['BFH', 'American Amber / Red Ale']",0.4044143557548523,0.5955856442451477,2
249,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Kaapse Brouwers Jaapie,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,10.10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Kaapse Brouwers Jaapie', '10.10 %']",0.34913772344589233,0.6508622765541077,2
230,Julesnadder,NÃ ¸ gne _ - Det KompromisslÃ ¸ se Bryggeri A/S,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Julesnadder', 'NÃ ¸ gne _ - Det KompromisslÃ ¸ se Bryggeri A/S']",0.444674015045166,0.555325984954834,2
229,Julesnadder,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Julesnadder'],0.4915825128555298,0.5084174871444702,2
227,Holidale,Fat Bottom Brewing,American Barleywine,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Holidale', 'American Barleywine']",0.4899657964706421,0.5100342035293579,2
302,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Havannah,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Havannah', 'Amber Ale']",0.3143225908279419,0.6856774091720581,2
197,Erzulie,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Erzulie'],0.48481589555740356,0.5151841044425964,2
198,Erzulie,Omnipollo,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Erzulie', 'Omnipollo']",0.38891810178756714,0.6110818982124329,2
199,Erzulie,Fat Bottom Brewing,American Barleywine,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Erzulie', 'American Barleywine']",0.48705166578292847,0.5129483342170715,2
301,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )']",0.2914370894432068,0.7085629105567932,2
300,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Havannah,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Havannah'],0.3046228885650635,0.6953771114349365,2
203,Pinglehead,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Pinglehead'],0.45974302291870117,0.5402569770812988,2
204,Pinglehead,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Pinglehead', ""Pinglehead Brewing Co. / Brewer 's Pizza""]",0.47472113370895386,0.5252788662910461,2
205,Pinglehead,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Pinglehead', 'American Amber / Red Ale']",0.45974302291870117,0.5402569770812988,2
207,Great,Alpine Beer Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Great', 'Alpine Beer Company']",0.4841322898864746,0.5158677101135254,2
209,BB10,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['BB10'],0.16747444868087769,0.8325255513191223,2
210,BB10,Birrificio Barley,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['BB10', 'Birrificio Barley']",0.1372445821762085,0.8627554178237915,2
211,BB10,Fat Bottom Brewing,American Barleywine,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['BB10', 'American Barleywine']",0.1720898151397705,0.8279101848602295,2
212,BB10,Fat Bottom Brewing,American Amber / Red Ale,10.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['BB10', '10.00 %']",0.2045828104019165,0.7954171895980835,2
295,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Amalias _ mbar,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Amalias _ mbar', '-']",0.41176921129226685,0.5882307887077332,2
291,Juldricka,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Juldricka', 'American Amber / Red Ale']",0.49086475372314453,0.5091352462768555,2
217,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Dunham Massey Ruby Sunset,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Dunham Massey Ruby Sunset', '4.10 %']",0.41123712062835693,0.5887628793716431,2
435,Crack-of-Noon,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Crack-of-Noon', 'American Amber / Red Ale']",0.46285557746887207,0.5371444225311279,2
290,Juldricka,Dugges Ale - & Porterbryggeri AB,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Juldricka', 'Dugges Ale - & Porterbryggeri AB']",0.4641647934913635,0.5358352065086365,2
289,Juldricka,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Juldricka'],0.49086475372314453,0.5091352462768555,2
221,Gratitude,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Gratitude'],0.46055394411087036,0.5394460558891296,2
222,Gratitude,East End Brewing Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Gratitude', 'East End Brewing Company']",0.4541740417480469,0.5458259582519531,2
223,Gratitude,Fat Bottom Brewing,American Barleywine,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Gratitude', 'American Barleywine']",0.46300023794174194,0.5369997620582581,2
225,Holidale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Holidale'],0.48765313625335693,0.5123468637466431,2
226,Holidale,Berkshire Brewing Company Inc. .,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Holidale', 'Berkshire Brewing Company Inc. .']",0.48021048307418823,0.5197895169258118,2
303,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Havannah,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Havannah', '5.80 %']",0.25305265188217163,0.7469473481178284,2
114,Etna,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Etna'],0.4653633236885071,0.5346366763114929,2
132,Ambrata,Maltus Faber,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Ambrata', 'Maltus Faber']",0.4360911250114441,0.5639088749885559,2
360,Serenity,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Serenity'],0.49890589714050293,0.5010941028594971,2
43,IPAmber,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['IPAmber'],0.46087467670440674,0.5391253232955933,2
44,IPAmber,Salish Sea Brewing Co. .,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['IPAmber', 'Salish Sea Brewing Co. .']",0.4799531102180481,0.5200468897819519,2
45,IPAmber,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['IPAmber', 'American Amber / Red Ale']",0.46087461709976196,0.539125382900238,2
47,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Viola Rossa,Birra Amarcord,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Viola Rossa', 'Birra Amarcord']",0.4321666955947876,0.5678333044052124,2
48,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Viola Rossa,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Viola Rossa', '6.60 %']",0.4677591323852539,0.5322408676147461,2
397,Chat-Malo,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Chat-Malo', 'American Amber / Red Ale']",0.4526892900466919,0.5473107099533081,2
396,Chat-Malo,Brasserie Britt de Bretagne,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Chat-Malo', 'Brasserie Britt de Bretagne']",0.4117735028266907,0.5882264971733093,2
395,Chat-Malo,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Chat-Malo'],0.4526892900466919,0.5473107099533081,2
53,Sacrifice,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Sacrifice'],0.4272806644439697,0.5727193355560303,2
54,Sacrifice,Aztec Brewing Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Sacrifice', 'Aztec Brewing Company']",0.41533970832824707,0.5846602916717529,2
55,Sacrifice,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Sacrifice', 'American Amber / Red Ale']",0.4272806644439697,0.5727193355560303,2
390,Kannibaal,3cross Brewing Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Kannibaal', '3cross Brewing Company']",0.4254835247993469,0.5745164752006531,2
59,Gramps,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Gramps'],0.4957081079483032,0.5042918920516968,2
60,Gramps,Rhinegeist Brewery,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Gramps', 'Rhinegeist Brewery']",0.4625730514526367,0.5374269485473633,2
61,Gramps,Fat Bottom Brewing,American Barleywine,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Gramps', 'American Barleywine']",0.49788784980773926,0.5021121501922607,2
389,Kannibaal,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Kannibaal'],0.44129234552383423,0.5587076544761658,2
63,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,2 Brothers Rusty,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['2 Brothers Rusty'],0.4991028904914856,0.5008971095085144,2
64,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,2 Brothers Rusty,2 Brothers Brewery,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['2 Brothers Rusty', '2 Brothers Brewery']",0.4141644239425659,0.5858355760574341,2
65,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,2 Brothers Rusty,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['2 Brothers Rusty', '4.70 %']",0.39074552059173584,0.6092544794082642,2
384,Toyon,Fat Bottom Brewing,American Amber / Red Ale,5.80 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Toyon', '5.80 %']",0.4653581976890564,0.5346418023109436,2
70,Money,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Money'],0.4817465543746948,0.5182534456253052,2
71,Money,The North Brewery,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Money', 'The North Brewery']",0.45499658584594727,0.5450034141540527,2
72,Money,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Money', 'American Amber / Red Ale']",0.4817465543746948,0.5182534456253052,2
401,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Zeroday Critical Condition,Zeroday Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Zeroday Critical Condition', 'Zeroday Brewing Company']",0.4898989796638489,0.5101010203361511,2
383,Toyon,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Toyon', 'American Amber / Red Ale']",0.4353705644607544,0.5646294355392456,2
402,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Zeroday Critical Condition,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Zeroday Critical Condition', '-']",0.36681389808654785,0.6331861019134521,2
406,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Legenda Pony,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Legenda Pony', '4.50 %']",0.4967723488807678,0.5032276511192322,2
434,Crack-of-Noon,The Beer 'd Brewing Co. .,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Crack-of-Noon', ""The Beer 'd Brewing Co. .""]",0.4867486357688904,0.5132513642311096,2
433,Crack-of-Noon,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Crack-of-Noon'],0.4588358998298645,0.5411641001701355,2
3,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Baeltane Farmer_s Flock,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Baeltane Farmer_s Flock', '5.10 %']",0.2832079529762268,0.7167920470237732,2
429,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Abbeydale Moonshine,Abbeydale,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Abbeydale Moonshine', 'Abbeydale']",0.46212923526763916,0.5378707647323608,2
7,BBA,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['BBA'],0.4979895353317261,0.5020104646682739,2
8,BBA,Small Batch Beer Co. .,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['BBA', 'Small Batch Beer Co. .']",0.4918826222419739,0.5081173777580261,2
9,BBA,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['BBA', 'American Amber / Red Ale']",0.4979895353317261,0.5020104646682739,2
11,Bloodhound,ParrotDog,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Bloodhound', 'ParrotDog']",0.4468061923980713,0.5531938076019287,2
425,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Broken Tooth Something Red,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Broken Tooth Something Red', '6.10 %']",0.42879021167755127,0.5712097883224487,2
420,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Elkhead Extra,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Elkhead Extra', '6.50 %']",0.4658038020133972,0.5341961979866028,2
419,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Elkhead Extra,Elkhead Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Elkhead Extra', 'Elkhead Brewing Company']",0.4789937734603882,0.5210062265396118,2
19,R.I.P.A.H,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['R.I.P.A.H'],0.3390313982963562,0.6609686017036438,2
20,R.I.P.A.H,Black Bear Brewery,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['R.I.P.A.H', 'Black Bear Brewery']",0.3194376230239868,0.6805623769760132,2
21,R.I.P.A.H,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['R.I.P.A.H', 'American Amber / Red Ale']",0.3390313982963562,0.6609686017036438,2
22,R.I.P.A.H,Fat Bottom Brewing,American Amber / Red Ale,6.40 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['R.I.P.A.H', '6.40 %']",0.3799036741256714,0.6200963258743286,2
417,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Boot Tread,Martens,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Boot Tread', 'Martens']",0.49679797887802124,0.5032020211219788,2
