,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,945,microsoft office 2004 student/teacher,,145.99,945,microsoft office 2004 student/teacher,,145.99,,,,0@945#1@945,0.6614997
1,1363,office 2004 student/teacher,,145.99,945,microsoft office 2004 student/teacher,,145.99,-{'microsoft'},ltable_title,1,0@1363#1@945,0.6878154
2,1364,microsoft,,145.99,945,microsoft office 2004 student/teacher,,145.99,"-{'2004', 'office', 'student/teacher'}",ltable_title,1,0@1364#1@945,0.09606635
3,1365,2004 student/teacher,,145.99,945,microsoft office 2004 student/teacher,,145.99,"-{'microsoft', 'office'}",ltable_title,1,0@1365#1@945,0.044036753
4,1366,microsoft office,,145.99,945,microsoft office 2004 student/teacher,,145.99,"-{'2004', 'student/teacher'}",ltable_title,1,0@1366#1@945,0.46950477
5,1367,student/teacher,,145.99,945,microsoft office 2004 student/teacher,,145.99,"-{'2004', 'microsoft', 'office'}",ltable_title,1,0@1367#1@945,0.027058737
6,1368,microsoft office 2004,,145.99,945,microsoft office 2004 student/teacher,,145.99,-{'student/teacher'},ltable_title,1,0@1368#1@945,0.32658616
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,1241,quicken legal business pro 2007,nolo press,79.99,1241,quicken legal business pro 2007,nolo press,79.99,,,,0@1241#1@1241,0.18935941
1,1241,quicken legal business pro 2007,nolo press,79.99,3226,legal business pro 2007,nolo press,79.99,-{'quicken'},rtable_title,5,0@1241#1@3226,0.23072599
2,1241,quicken legal business pro 2007,nolo press,79.99,3227,quicken,nolo press,79.99,"-{'pro', 'business', 'legal', '2007'}",rtable_title,5,0@1241#1@3227,0.0023781746
3,1241,quicken legal business pro 2007,nolo press,79.99,3228,business pro 2007,nolo press,79.99,"-{'quicken', 'legal'}",rtable_title,5,0@1241#1@3228,0.560539
4,1241,quicken legal business pro 2007,nolo press,79.99,3229,quicken legal,nolo press,79.99,"-{'pro', 'business', '2007'}",rtable_title,5,0@1241#1@3229,0.0033642026
5,1241,quicken legal business pro 2007,nolo press,79.99,3230,pro 2007,nolo press,79.99,"-{'business', 'quicken', 'legal'}",rtable_title,5,0@1241#1@3230,0.4429482
6,1241,quicken legal business pro 2007,nolo press,79.99,3231,quicken legal business,nolo press,79.99,"-{'pro', '2007'}",rtable_title,5,0@1241#1@3231,0.009189086
7,1241,quicken legal business pro 2007,nolo press,79.99,3232,2007,nolo press,79.99,"-{'pro', 'business', 'quicken', 'legal'}",rtable_title,5,0@1241#1@3232,0.28753638
8,1241,quicken legal business pro 2007,nolo press,79.99,3233,quicken legal business pro,nolo press,79.99,-{'2007'},rtable_title,5,0@1241#1@3233,0.081379145
9,1241,quicken legal business pro 2007,nolo press,79.99,3234,quicken legal business pro 2007,press,79.99,-{'nolo'},rtable_manufacturer,6,0@1241#1@3234,0.056213927
10,1241,quicken legal business pro 2007,nolo press,79.99,3235,quicken legal business pro 2007,nolo,79.99,-{'press'},rtable_manufacturer,6,0@1241#1@3235,0.03814869
0,3145,palo alto business plan pro 2007,,83.99,3145,palo alto business plan pro 2007,,83.99,,,,0@3145#1@3145,0.34371868
1,1363,alto business plan pro 2007,,83.99,3145,palo alto business plan pro 2007,,83.99,-{'palo'},ltable_title,1,0@1363#1@3145,0.21864775
2,1364,palo,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'plan', 'pro', 'business', 'alto', '2007'}",ltable_title,1,0@1364#1@3145,0.06819009
3,1365,business plan pro 2007,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'palo', 'alto'}",ltable_title,1,0@1365#1@3145,0.061976638
4,1366,palo alto,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'plan', 'pro', 'business', '2007'}",ltable_title,1,0@1366#1@3145,0.3515626
5,1367,plan pro 2007,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'palo', 'business', 'alto'}",ltable_title,1,0@1367#1@3145,0.07694119
6,1368,palo alto business,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'plan', 'pro', '2007'}",ltable_title,1,0@1368#1@3145,0.28804916
7,1369,pro 2007,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'palo', 'plan', 'business', 'alto'}",ltable_title,1,0@1369#1@3145,0.040262662
8,1370,palo alto business plan,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'pro', '2007'}",ltable_title,1,0@1370#1@3145,0.36889404
9,1371,2007,,83.99,3145,palo alto business plan pro 2007,,83.99,"-{'palo', 'plan', 'pro', 'business', 'alto'}",ltable_title,1,0@1371#1@3145,0.002616934
10,1372,palo alto business plan pro,,83.99,3145,palo alto business plan pro 2007,,83.99,-{'2007'},ltable_title,1,0@1372#1@3145,0.4094606
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,,,,0@225#1@225,0.019172959
1,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3226,powerpoint 2004 ( mac ),microsoft,229.99,-{'microsoft'},rtable_title,5,0@225#1@3226,0.022528801
2,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3227,microsoft,microsoft,229.99,"-{'2004', ')', '(', 'powerpoint', 'mac'}",rtable_title,5,0@225#1@3227,0.0007060734
3,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3228,2004 ( mac ),microsoft,229.99,"-{'microsoft', 'powerpoint'}",rtable_title,5,0@225#1@3228,5.4579283e-05
4,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3229,microsoft powerpoint,microsoft,229.99,"-{'2004', ')', '(', 'mac'}",rtable_title,5,0@225#1@3229,0.012389922
5,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3230,( mac ),microsoft,229.99,"-{'2004', 'microsoft', 'powerpoint'}",rtable_title,5,0@225#1@3230,8.240698e-05
6,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3231,microsoft powerpoint 2004,microsoft,229.99,"-{')', '(', 'mac'}",rtable_title,5,0@225#1@3231,0.01621395
7,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3232,mac ),microsoft,229.99,"-{'2004', 'microsoft', '(', 'powerpoint'}",rtable_title,5,0@225#1@3232,0.001953215
8,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3233,microsoft powerpoint 2004 (,microsoft,229.99,"-{')', 'mac'}",rtable_title,5,0@225#1@3233,0.015789725
9,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3234,),microsoft,229.99,"-{'2004', 'microsoft', '(', 'powerpoint', 'mac'}",rtable_title,5,0@225#1@3234,0.00090461917
10,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3235,microsoft powerpoint 2004 ( mac,microsoft,229.99,-{')'},rtable_title,5,0@225#1@3235,0.025472783
0,2837,microsoft money 2007 home and business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,,,,0@2837#1@2837,0.77146304
1,1363,money 2007 home and business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,-{'microsoft'},ltable_title,1,0@1363#1@2837,0.83440274
2,1364,microsoft,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'business', 'pc', '(', 'and', 'money', 'home', '2007'}",ltable_title,1,0@1364#1@2837,0.00029623148
3,1365,2007 home and business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'money'}",ltable_title,1,0@1365#1@2837,0.78339046
4,1366,microsoft money,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'business', 'pc', '(', 'and', 'home', '2007'}",ltable_title,1,0@1366#1@2837,0.011121777
5,1367,home and business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'money', '2007'}",ltable_title,1,0@1367#1@2837,0.9190826
6,1368,microsoft money 2007,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'business', 'pc', '(', 'and', 'home'}",ltable_title,1,0@1368#1@2837,0.06999617
7,1369,and business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'money', 'home', '2007'}",ltable_title,1,0@1369#1@2837,0.8104818
8,1370,microsoft money 2007 home,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'business', 'pc', '(', 'and'}",ltable_title,1,0@1370#1@2837,0.45087907
9,1371,business ( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'and', 'money', 'home', '2007'}",ltable_title,1,0@1371#1@2837,0.08863993
10,1372,microsoft money 2007 home and,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'business', 'pc', '('}",ltable_title,1,0@1372#1@2837,0.62506497
11,1373,( pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'business', 'and', 'money', 'home', '2007'}",ltable_title,1,0@1373#1@2837,2.361001e-05
12,1374,microsoft money 2007 home and business,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'pc', '('}",ltable_title,1,0@1374#1@2837,0.5521621
13,1375,pc ),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'business', '(', 'and', 'money', 'home', '2007'}",ltable_title,1,0@1375#1@2837,0.00013639769
14,1376,microsoft money 2007 home and business (,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{')', 'pc'}",ltable_title,1,0@1376#1@2837,0.6757985
15,1377,),,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,"-{'microsoft', 'business', 'pc', '(', 'and', 'money', 'home', '2007'}",ltable_title,1,0@1377#1@2837,7.7549985e-06
16,1378,microsoft money 2007 home and business ( pc,,89.99,2837,microsoft money 2007 home and business ( pc ),,89.99,-{')'},ltable_title,1,0@1378#1@2837,0.6654313
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,,,,0@597#1@597,0.76973104
1,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3226,creative suite cs3 design premium [ mac ],adobe,1799.0,-{'adobe'},rtable_title,5,0@597#1@3226,0.7489351
2,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3227,adobe,adobe,1799.0,"-{'creative', '[', 'premium', 'cs3', 'mac', ']', 'design', 'suite'}",rtable_title,5,0@597#1@3227,0.119217634
3,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3228,suite cs3 design premium [ mac ],adobe,1799.0,"-{'creative', 'adobe'}",rtable_title,5,0@597#1@3228,0.78752536
4,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3229,adobe creative,adobe,1799.0,"-{'[', 'premium', 'cs3', 'mac', ']', 'design', 'suite'}",rtable_title,5,0@597#1@3229,0.11938483
5,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3230,cs3 design premium [ mac ],adobe,1799.0,"-{'creative', 'suite', 'adobe'}",rtable_title,5,0@597#1@3230,0.60137725
6,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3231,adobe creative suite,adobe,1799.0,"-{'[', 'premium', 'cs3', 'mac', ']', 'design'}",rtable_title,5,0@597#1@3231,0.3051664
7,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3232,design premium [ mac ],adobe,1799.0,"-{'creative', 'cs3', 'suite', 'adobe'}",rtable_title,5,0@597#1@3232,0.10864727
8,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3233,adobe creative suite cs3,adobe,1799.0,"-{'[', 'premium', 'mac', ']', 'design'}",rtable_title,5,0@597#1@3233,0.27103642
9,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3234,premium [ mac ],adobe,1799.0,"-{'creative', 'cs3', 'design', 'suite', 'adobe'}",rtable_title,5,0@597#1@3234,0.013249003
10,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3235,adobe creative suite cs3 design,adobe,1799.0,"-{'[', 'premium', 'mac', ']'}",rtable_title,5,0@597#1@3235,0.34348324
11,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3236,[ mac ],adobe,1799.0,"-{'creative', 'premium', 'cs3', 'design', 'suite', 'adobe'}",rtable_title,5,0@597#1@3236,0.00867068
12,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3237,adobe creative suite cs3 design premium,adobe,1799.0,"-{'[', 'mac', ']'}",rtable_title,5,0@597#1@3237,0.4349284
13,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3238,mac ],adobe,1799.0,"-{'creative', '[', 'premium', 'cs3', 'design', 'suite', 'adobe'}",rtable_title,5,0@597#1@3238,0.02574381
14,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3239,adobe creative suite cs3 design premium [,adobe,1799.0,"-{'mac', ']'}",rtable_title,5,0@597#1@3239,0.4970337
15,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3240,],adobe,1799.0,"-{'creative', '[', 'premium', 'cs3', 'mac', 'design', 'suite', 'adobe'}",rtable_title,5,0@597#1@3240,0.043697834
16,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3241,adobe creative suite cs3 design premium [ mac,adobe,1799.0,-{']'},rtable_title,5,0@597#1@3241,0.699818
0,242,adobe cs3 design standard academic,,385.99,242,adobe cs3 design standard academic,,385.99,,,,0@242#1@242,0.092471145
1,1363,cs3 design standard academic,,385.99,242,adobe cs3 design standard academic,,385.99,-{'adobe'},ltable_title,1,0@1363#1@242,0.19329561
2,1364,adobe,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'standard', 'design', 'cs3', 'academic'}",ltable_title,1,0@1364#1@242,0.074392624
3,1365,design standard academic,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'cs3', 'adobe'}",ltable_title,1,0@1365#1@242,0.105471484
4,1366,adobe cs3,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'standard', 'design', 'academic'}",ltable_title,1,0@1366#1@242,0.041723225
5,1367,standard academic,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'design', 'cs3', 'adobe'}",ltable_title,1,0@1367#1@242,0.04553075
6,1368,adobe cs3 design,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'standard', 'academic'}",ltable_title,1,0@1368#1@242,0.17731431
7,1369,academic,,385.99,242,adobe cs3 design standard academic,,385.99,"-{'standard', 'design', 'cs3', 'adobe'}",ltable_title,1,0@1369#1@242,0.025260253
8,1370,adobe cs3 design standard,,385.99,242,adobe cs3 design standard academic,,385.99,-{'academic'},ltable_title,1,0@1370#1@242,0.2676207
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,661,adobe cs3 design standard macosx dvd,adobe,399.0,661,adobe cs3 design standard macosx dvd,adobe,399.0,,,,0@661#1@661,0.68107975
1,661,adobe cs3 design standard macosx dvd,adobe,399.0,3226,cs3 design standard macosx dvd,adobe,399.0,-{'adobe'},rtable_title,5,0@661#1@3226,0.7086982
2,661,adobe cs3 design standard macosx dvd,adobe,399.0,3227,adobe,adobe,399.0,"-{'macosx', 'standard', 'design', 'cs3', 'dvd'}",rtable_title,5,0@661#1@3227,0.10117874
3,661,adobe cs3 design standard macosx dvd,adobe,399.0,3228,design standard macosx dvd,adobe,399.0,"-{'cs3', 'adobe'}",rtable_title,5,0@661#1@3228,0.56187755
4,661,adobe cs3 design standard macosx dvd,adobe,399.0,3229,adobe cs3,adobe,399.0,"-{'macosx', 'standard', 'design', 'dvd'}",rtable_title,5,0@661#1@3229,0.14002188
5,661,adobe cs3 design standard macosx dvd,adobe,399.0,3230,standard macosx dvd,adobe,399.0,"-{'design', 'cs3', 'adobe'}",rtable_title,5,0@661#1@3230,0.31344822
6,661,adobe cs3 design standard macosx dvd,adobe,399.0,3231,adobe cs3 design,adobe,399.0,"-{'macosx', 'standard', 'dvd'}",rtable_title,5,0@661#1@3231,0.33740237
7,661,adobe cs3 design standard macosx dvd,adobe,399.0,3232,macosx dvd,adobe,399.0,"-{'standard', 'design', 'cs3', 'adobe'}",rtable_title,5,0@661#1@3232,0.24881232
8,661,adobe cs3 design standard macosx dvd,adobe,399.0,3233,adobe cs3 design standard,adobe,399.0,"-{'macosx', 'dvd'}",rtable_title,5,0@661#1@3233,0.4951225
9,661,adobe cs3 design standard macosx dvd,adobe,399.0,3234,dvd,adobe,399.0,"-{'macosx', 'standard', 'design', 'cs3', 'adobe'}",rtable_title,5,0@661#1@3234,0.24881232
10,661,adobe cs3 design standard macosx dvd,adobe,399.0,3235,adobe cs3 design standard macosx,adobe,399.0,-{'dvd'},rtable_title,5,0@661#1@3235,0.4951225
0,946,adobe cs3 design standard upgrade,,413.99,946,adobe cs3 design standard upgrade,,413.99,,,,0@946#1@946,0.43029165
1,1363,cs3 design standard upgrade,,413.99,946,adobe cs3 design standard upgrade,,413.99,-{'adobe'},ltable_title,1,0@1363#1@946,0.49797174
2,1364,adobe,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'standard', 'design', 'cs3', 'upgrade'}",ltable_title,1,0@1364#1@946,0.06758958
3,1365,design standard upgrade,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'cs3', 'adobe'}",ltable_title,1,0@1365#1@946,0.10516843
4,1366,adobe cs3,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'standard', 'design', 'upgrade'}",ltable_title,1,0@1366#1@946,0.112134695
5,1367,standard upgrade,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'design', 'cs3', 'adobe'}",ltable_title,1,0@1367#1@946,0.060709868
6,1368,adobe cs3 design,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'standard', 'upgrade'}",ltable_title,1,0@1368#1@946,0.27494717
7,1369,upgrade,,413.99,946,adobe cs3 design standard upgrade,,413.99,"-{'standard', 'design', 'cs3', 'adobe'}",ltable_title,1,0@1369#1@946,0.062278524
8,1370,adobe cs3 design standard,,413.99,946,adobe cs3 design standard upgrade,,413.99,-{'upgrade'},ltable_title,1,0@1370#1@946,0.4398899
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,705,professional home design suite platinum,punch ! software,99.95,705,professional home design suite platinum,punch ! software,99.95,,,,0@705#1@705,0.90136576
1,705,professional home design suite platinum,punch ! software,99.95,3226,home design suite platinum,punch ! software,99.95,-{'professional'},rtable_title,5,0@705#1@3226,0.91545767
2,705,professional home design suite platinum,punch ! software,99.95,3227,professional,punch ! software,99.95,"-{'design', 'suite', 'platinum', 'home'}",rtable_title,5,0@705#1@3227,0.014297468
3,705,professional home design suite platinum,punch ! software,99.95,3228,design suite platinum,punch ! software,99.95,"-{'professional', 'home'}",rtable_title,5,0@705#1@3228,0.81630135
4,705,professional home design suite platinum,punch ! software,99.95,3229,professional home,punch ! software,99.95,"-{'design', 'suite', 'platinum'}",rtable_title,5,0@705#1@3229,0.09172015
5,705,professional home design suite platinum,punch ! software,99.95,3230,suite platinum,punch ! software,99.95,"-{'design', 'professional', 'home'}",rtable_title,5,0@705#1@3230,0.15950477
6,705,professional home design suite platinum,punch ! software,99.95,3231,professional home design,punch ! software,99.95,"-{'suite', 'platinum'}",rtable_title,5,0@705#1@3231,0.40233982
7,705,professional home design suite platinum,punch ! software,99.95,3232,platinum,punch ! software,99.95,"-{'design', 'suite', 'professional', 'home'}",rtable_title,5,0@705#1@3232,0.0011931055
8,705,professional home design suite platinum,punch ! software,99.95,3233,professional home design suite,punch ! software,99.95,-{'platinum'},rtable_title,5,0@705#1@3233,0.8292981
9,705,professional home design suite platinum,punch ! software,99.95,3234,professional home design suite platinum,! software,99.95,-{'punch'},rtable_manufacturer,6,0@705#1@3234,0.9214827
10,705,professional home design suite platinum,punch ! software,99.95,3235,professional home design suite platinum,punch,99.95,"-{'!', 'software'}",rtable_manufacturer,6,0@705#1@3235,0.8837187
11,705,professional home design suite platinum,punch ! software,99.95,3236,professional home design suite platinum,software,99.95,"-{'punch', '!'}",rtable_manufacturer,6,0@705#1@3236,0.8554371
12,705,professional home design suite platinum,punch ! software,99.95,3237,professional home design suite platinum,punch !,99.95,-{'software'},rtable_manufacturer,6,0@705#1@3237,0.92400813
0,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,,,,0@2054#1@2054,0.16110057
1,1363,designer platinum,riverdeep-learning-company,17.9,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,-{'scrapbook'},ltable_title,1,0@1363#1@2054,0.45031354
2,1364,scrapbook,riverdeep-learning-company,17.9,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,"-{'platinum', 'designer'}",ltable_title,1,0@1364#1@2054,0.07512702
3,1365,platinum,riverdeep-learning-company,17.9,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,"-{'scrapbook', 'designer'}",ltable_title,1,0@1365#1@2054,0.13737771
4,1366,scrapbook designer,riverdeep-learning-company,17.9,2054,scrapbook designer platinum,riverdeep-learning-company,17.9,-{'platinum'},ltable_title,1,0@1366#1@2054,0.15298417
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,606,microsoft office 2004 professional ( mac ),microsoft,499.99,,,,0@606#1@606,0.108358465
1,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3226,office 2004 professional ( mac ),microsoft,499.99,-{'microsoft'},rtable_title,5,0@606#1@3226,0.19872597
2,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3227,microsoft,microsoft,499.99,"-{'2004', ')', '(', 'office', 'mac', 'professional'}",rtable_title,5,0@606#1@3227,0.002185228
3,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3228,2004 professional ( mac ),microsoft,499.99,"-{'microsoft', 'office'}",rtable_title,5,0@606#1@3228,0.005473758
4,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3229,microsoft office,microsoft,499.99,"-{'2004', ')', '(', 'mac', 'professional'}",rtable_title,5,0@606#1@3229,0.013593679
5,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3230,professional ( mac ),microsoft,499.99,"-{'2004', 'microsoft', 'office'}",rtable_title,5,0@606#1@3230,0.00042727223
6,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3231,microsoft office 2004,microsoft,499.99,"-{')', '(', 'mac', 'professional'}",rtable_title,5,0@606#1@3231,0.053188317
7,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3232,( mac ),microsoft,499.99,"-{'2004', 'microsoft', 'office', 'professional'}",rtable_title,5,0@606#1@3232,1.9887459e-05
8,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3233,microsoft office 2004 professional,microsoft,499.99,"-{')', '(', 'mac'}",rtable_title,5,0@606#1@3233,0.057806116
9,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3234,mac ),microsoft,499.99,"-{'2004', 'microsoft', '(', 'office', 'professional'}",rtable_title,5,0@606#1@3234,0.00048478227
10,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3235,microsoft office 2004 professional (,microsoft,499.99,"-{')', 'mac'}",rtable_title,5,0@606#1@3235,0.06820417
11,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3236,),microsoft,499.99,"-{'2004', 'microsoft', '(', 'office', 'mac', 'professional'}",rtable_title,5,0@606#1@3236,0.0032881768
12,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3237,microsoft office 2004 professional ( mac,microsoft,499.99,-{')'},rtable_title,5,0@606#1@3237,0.08873065
0,1485,diskeeper 2007 professional,,46.95,1485,diskeeper 2007 professional,,46.95,,,,0@1485#1@1485,0.80405027
1,1363,2007 professional,,46.95,1485,diskeeper 2007 professional,,46.95,-{'diskeeper'},ltable_title,1,0@1363#1@1485,0.80405027
2,1364,diskeeper,,46.95,1485,diskeeper 2007 professional,,46.95,"-{'professional', '2007'}",ltable_title,1,0@1364#1@1485,0.0126193045
3,1365,professional,,46.95,1485,diskeeper 2007 professional,,46.95,"-{'diskeeper', '2007'}",ltable_title,1,0@1365#1@1485,0.41942564
4,1366,diskeeper 2007,,46.95,1485,diskeeper 2007 professional,,46.95,-{'professional'},ltable_title,1,0@1366#1@1485,0.3633501
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,1030,final draft av 2.5 win/mac,final draft,199.99,1030,final draft av 2.5 win/mac,final draft,199.99,,,,0@1030#1@1030,0.46454608
1,1030,final draft av 2.5 win/mac,final draft,199.99,3226,draft av 2.5 win/mac,final draft,199.99,-{'final'},rtable_title,5,0@1030#1@3226,0.21847156
2,1030,final draft av 2.5 win/mac,final draft,199.99,3227,final,final draft,199.99,"-{'2.5', 'win/mac', 'draft', 'av'}",rtable_title,5,0@1030#1@3227,0.13525349
3,1030,final draft av 2.5 win/mac,final draft,199.99,3228,av 2.5 win/mac,final draft,199.99,"-{'final', 'draft'}",rtable_title,5,0@1030#1@3228,0.2800772
4,1030,final draft av 2.5 win/mac,final draft,199.99,3229,final draft,final draft,199.99,"-{'2.5', 'win/mac', 'av'}",rtable_title,5,0@1030#1@3229,0.2075385
5,1030,final draft av 2.5 win/mac,final draft,199.99,3230,2.5 win/mac,final draft,199.99,"-{'final', 'draft', 'av'}",rtable_title,5,0@1030#1@3230,0.10980688
6,1030,final draft av 2.5 win/mac,final draft,199.99,3231,final draft av,final draft,199.99,"-{'2.5', 'win/mac'}",rtable_title,5,0@1030#1@3231,0.33332333
7,1030,final draft av 2.5 win/mac,final draft,199.99,3232,win/mac,final draft,199.99,"-{'final', '2.5', 'draft', 'av'}",rtable_title,5,0@1030#1@3232,0.10268646
8,1030,final draft av 2.5 win/mac,final draft,199.99,3233,final draft av 2.5,final draft,199.99,-{'win/mac'},rtable_title,5,0@1030#1@3233,0.46454608
9,1030,final draft av 2.5 win/mac,final draft,199.99,3234,final draft av 2.5 win/mac,draft,199.99,-{'final'},rtable_manufacturer,6,0@1030#1@3234,0.34376797
10,1030,final draft av 2.5 win/mac,final draft,199.99,3235,final draft av 2.5 win/mac,final,199.99,-{'draft'},rtable_manufacturer,6,0@1030#1@3235,0.41797537
0,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,,,,0@2320#1@2320,0.90714604
1,1363,final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,-{'final-draft'},ltable_title,1,0@1363#1@2320,0.90714604
2,1364,final-draft,,199.95,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"-{'draft', '2.5', 'av', 'mac/win', 'final', 'screenwriting', 'screen', 'software', 'writing'}",ltable_title,1,0@1364#1@2320,0.0044682524
3,1365,draft av 2.5 screenwriting software mac/win screen writing software,,199.95,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"-{'final', 'final-draft'}",ltable_title,1,0@1365#1@2320,0.80147356
