,ltable_id,ltable_name,ltable_description,ltable_price,rtable_id,rtable_name,rtable_description,rtable_price,diff,attr_name,attr_pos,id,match_score
121,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1212,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,hours talk time black metallic finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'days', 'lighting', 'with'}",rtable_description,6,0@615#1@1212,0.46420407
122,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1213,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5,,"-{'black', 'metallic', 'hours', 'time', 'talk', 'finish'}",rtable_description,6,0@615#1@1213,0.33411384
123,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1214,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,talk time black metallic finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'hours', 'days', 'lighting', 'with'}",rtable_description,6,0@615#1@1214,0.3290966
124,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1215,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours,,"-{'black', 'metallic', 'time', 'talk', 'finish'}",rtable_description,6,0@615#1@1215,0.32041377
125,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1216,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,time black metallic finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', 'talk', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'hours', 'days', 'lighting', 'with'}",rtable_description,6,0@615#1@1216,0.28700224
126,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1217,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk,,"-{'black', 'metallic', 'time', 'finish'}",rtable_description,6,0@615#1@1217,0.24458914
127,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1218,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,black metallic finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', 'talk', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'hours', 'days', 'time', 'lighting', 'with'}",rtable_description,6,0@615#1@1218,0.21222903
128,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1219,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time,,"-{'finish', 'black', 'metallic'}",rtable_description,6,0@615#1@1219,0.19618747
129,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1220,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,metallic finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'black', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', 'talk', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'hours', 'days', 'time', 'lighting', 'with'}",rtable_description,6,0@615#1@1220,0.122820176
130,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1221,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black,,"-{'finish', 'metallic'}",rtable_description,6,0@615#1@1221,0.1593612
131,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1222,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,finish,,"-{'mute', 'standby', 'voice', 'digital', 'kxtg9342t', 'menu', 'black', 'metallic', 'system', 'panasonic', 'phone', 'all-digital', 'dect', 'handsets', 'speakerphone', 'waiting', '11', 'id', 'expandable', 'led', '2', 'to', 'mode', 'ringer', 'up', 'alarm', 'block', 'multi-handset', 'cordless', 'voicemail', '6.0', 'answering', 'talk', '6', 'capability', 'night', 'machine', 'marker', 'call', '5', 'hold', 'clock', 'message', 'caller', 'hours', 'days', 'time', 'lighting', 'with'}",rtable_description,6,0@615#1@1222,0.098636076
132,615,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,1223,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic,,-{'finish'},rtable_description,6,0@615#1@1223,0.15692644
0,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,,,,0@640#1@640,0.008855704
1,1081,kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,-{'panasonic'},ltable_name,1,0@1081#1@640,0.0054945066
2,1082,panasonic,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'cordless', 'phone', 'kx-tg9332t'}",ltable_name,1,0@1082#1@640,0.003563418
3,1083,cordless phone,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'kx-tg9332t', 'panasonic'}",ltable_name,1,0@1083#1@640,0.0054945066
4,1084,panasonic kx-tg9332t,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'cordless', 'phone'}",ltable_name,1,0@1084#1@640,0.003563418
5,1085,phone,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'cordless', 'kx-tg9332t', 'panasonic'}",ltable_name,1,0@1085#1@640,0.020714303
6,1086,panasonic kx-tg9332t cordless,"1 x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,-{'phone'},ltable_name,1,0@1086#1@640,0.0066670207
7,1087,panasonic kx-tg9332t cordless phone,"x phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,-{'1'},ltable_description,2,0@1087#1@640,0.0043735155
8,1088,panasonic kx-tg9332t cordless phone,1,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', 'x', 'phone', ')', 'black', 'metallic', 's', 'line', '('}",ltable_description,2,0@1088#1@640,0.0019746555
9,1089,panasonic kx-tg9332t cordless phone,"phone line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', '1'}",ltable_description,2,0@1089#1@640,0.0010609471
10,1090,panasonic kx-tg9332t cordless phone,1 x,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', 'phone', ')', 'black', 'metallic', 's', 'line', '('}",ltable_description,2,0@1090#1@640,0.0030909304
11,1091,panasonic kx-tg9332t cordless phone,"line ( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', '1'}",ltable_description,2,0@1091#1@640,0.00093579723
12,1092,panasonic kx-tg9332t cordless phone,1 x phone,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', ')', 'black', 'metallic', 's', 'line', '('}",ltable_description,2,0@1092#1@640,0.0016244117
13,1093,panasonic kx-tg9332t cordless phone,"( s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', 'line', '1'}",ltable_description,2,0@1093#1@640,0.0016785795
14,1094,panasonic kx-tg9332t cordless phone,1 x phone line,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', ')', 'black', 'metallic', 's', '('}",ltable_description,2,0@1094#1@640,0.0007591539
15,1095,panasonic kx-tg9332t cordless phone,"s ) black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', 'line', '(', '1'}",ltable_description,2,0@1095#1@640,0.0011426911
16,1096,panasonic kx-tg9332t cordless phone,1 x phone line (,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', ')', 'black', 'metallic', 's'}",ltable_description,2,0@1096#1@640,0.0016588413
17,1097,panasonic kx-tg9332t cordless phone,") black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', 's', 'line', '(', '1'}",ltable_description,2,0@1097#1@640,0.0017064015
18,1098,panasonic kx-tg9332t cordless phone,1 x phone line ( s,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', ')', 'black', 'metallic'}",ltable_description,2,0@1098#1@640,0.0016533949
19,1099,panasonic kx-tg9332t cordless phone,"black , metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', ')', 's', 'line', '(', '1'}",ltable_description,2,0@1099#1@640,0.0021807514
20,1100,panasonic kx-tg9332t cordless phone,1 x phone line ( s ),,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', 'black', 'metallic'}",ltable_description,2,0@1100#1@640,0.0052522896
21,1101,panasonic kx-tg9332t cordless phone,", metallic",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{'x', 'phone', ')', 'black', 's', 'line', '(', '1'}",ltable_description,2,0@1101#1@640,0.005232655
22,1102,panasonic kx-tg9332t cordless phone,1 x phone line ( s ) black,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', 'metallic'}",ltable_description,2,0@1102#1@640,0.010727109
23,1103,panasonic kx-tg9332t cordless phone,metallic,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,"-{',', 'x', 'phone', ')', 'black', 's', 'line', '(', '1'}",ltable_description,2,0@1103#1@640,0.005232655
24,1104,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black ,",,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,-{'metallic'},ltable_description,2,0@1104#1@640,0.010727109
,ltable_id,ltable_name,ltable_description,ltable_price,rtable_id,rtable_name,rtable_description,rtable_price,diff,attr_name,attr_pos,id,match_score
0,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,,,,0@431#1@431,0.52726376
1,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1092,15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,-{'sanus'},rtable_name,5,0@431#1@1092,0.52726376
2,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1093,sanus,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', '15', ""'"", 'visionmount', 'full-motion', 'panel', '37'}",rtable_name,5,0@431#1@1093,0.7783296
3,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1094,' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'15', 'sanus'}",rtable_name,5,0@431#1@1094,0.39927933
4,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1095,sanus 15,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', ""'"", 'visionmount', 'full-motion', 'panel', '37'}",rtable_name,5,0@431#1@1095,0.88780326
5,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1096,37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'15', 'sanus'}",rtable_name,5,0@431#1@1096,0.14886785
6,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1097,sanus 15 ',sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', 'visionmount', 'full-motion', 'panel', '37'}",rtable_name,5,0@431#1@1097,0.9664256
7,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1098,' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'15', '37', 'sanus'}",rtable_name,5,0@431#1@1098,0.18324286
8,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1099,sanus 15 ' 37,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', 'visionmount', 'full-motion', 'panel'}",rtable_name,5,0@431#1@1099,0.97789055
9,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1100,visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'sanus', '15', ""'"", '37'}",rtable_name,5,0@431#1@1100,0.050772298
10,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1101,sanus 15 ' 37 ',sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', 'visionmount', 'full-motion', 'panel'}",rtable_name,5,0@431#1@1101,0.9841181
11,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1102,full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'sanus', '15', ""'"", 'visionmount', '37'}",rtable_name,5,0@431#1@1102,0.050772298
12,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1103,sanus 15 ' 37 ' visionmount,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', 'full-motion', 'panel'}",rtable_name,5,0@431#1@1103,0.9841181
13,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1104,flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'sanus', '15', ""'"", 'visionmount', 'full-motion', '37'}",rtable_name,5,0@431#1@1104,0.14680873
14,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1105,sanus 15 ' 37 ' visionmount full-motion,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'mount', 'wall', 'black', 'mf215b1', 'panel'}",rtable_name,5,0@431#1@1105,0.97748876
15,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1106,panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'sanus', '15', ""'"", 'visionmount', 'full-motion', '37'}",rtable_name,5,0@431#1@1106,0.17561878
16,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1107,sanus 15 ' 37 ' visionmount full-motion flat,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'tv', 'mount', 'wall', 'black', 'mf215b1', 'panel'}",rtable_name,5,0@431#1@1107,0.9641039
17,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1108,tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'sanus', '15', ""'"", 'visionmount', 'full-motion', 'panel', '37'}",rtable_name,5,0@431#1@1108,0.7768015
18,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1109,sanus 15 ' 37 ' visionmount full-motion flat panel,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'tv', 'mount', 'wall', 'black', 'mf215b1'}",rtable_name,5,0@431#1@1109,0.93935484
19,431,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,1110,black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,,"-{'flat', 'tv', 'sanus', '15', ""'"", 'visionmount', 'full-motion', 'panel', '37'}",rtable_name,5,0@431#1@1110,0.92874163
