,ltable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_id,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,diff,attr_name,attr_pos,id,match_score
9,2562,ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'lean', 'case', 'for', 'luxe'}",ltable_title,1,0@2562#1@18730,0.15724494
10,2563,ifrogz luxe lean case for,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'touch', 'ipod', 'gun', 'metal', 'cases'}",ltable_title,1,0@2563#1@18730,0.20817809
11,2564,touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'lean', 'ipod', 'case', 'for', 'luxe'}",ltable_title,1,0@2564#1@18730,0.23943403
12,2565,ifrogz luxe lean case for ipod,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'touch', 'gun', 'metal', 'cases'}",ltable_title,1,0@2565#1@18730,0.15863125
13,2566,4g gun metal cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'lean', 'touch', 'ipod', 'case', 'for', 'luxe'}",ltable_title,1,0@2566#1@18730,0.32153502
14,2567,ifrogz luxe lean case for ipod touch,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'gun', 'metal', 'cases'}",ltable_title,1,0@2567#1@18730,0.14257707
15,2568,gun metal cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'lean', 'touch', 'ipod', 'case', 'for', 'luxe'}",ltable_title,1,0@2568#1@18730,0.32929426
16,2569,ifrogz luxe lean case for ipod touch 4g,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'gun', 'metal', 'cases'}",ltable_title,1,0@2569#1@18730,0.12915891
17,2570,metal cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'lean', 'touch', 'ipod', 'case', 'for', 'luxe', 'gun'}",ltable_title,1,0@2570#1@18730,0.2905888
18,2571,ifrogz luxe lean case for ipod touch 4g gun,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'metal', 'cases'}",ltable_title,1,0@2571#1@18730,0.14316386
19,2572,cases ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'lean', 'touch', 'ipod', 'case', 'for', 'luxe', 'gun', 'metal'}",ltable_title,1,0@2572#1@18730,0.47374344
20,2573,ifrogz luxe lean case for ipod touch 4g gun metal,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,-{'cases'},ltable_title,1,0@2573#1@18730,0.13675198
21,2574,ifrogz,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,"-{'4g', 'lean', 'touch', 'ipod', 'case', 'for', 'luxe', 'gun', 'metal', 'cases'}",ltable_title,1,0@2574#1@18730,0.4844571
22,2575,ifrogz luxe lean case for ipod touch 4g gun metal cases,,,it4ll-gmt,11.99,18730,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,,,it4ll-gmt,11.99,+set(),ltable_title,1,0@2575#1@18730,0.11621244
,ltable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_id,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,diff,attr_name,attr_pos,id,match_score
0,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,,,,0@1136#1@1136,0.007387774
1,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22074,screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,+set(),rtable_title,7,0@1136#1@22074,0.0106387595
2,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22075,elite,electronics - general,,pvr135h1,,"-{'135', '-', 'series', '1069.0', 'vision', 'cinegray', 'screens', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22075,0.2520329
3,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22076,cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,+set(),rtable_title,7,0@1136#1@22076,0.010329566
4,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22077,elite screens,electronics - general,,pvr135h1,,"-{'135', '-', 'series', '1069.0', 'vision', 'cinegray', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22077,0.1324883
5,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22078,prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,-{'cinegray'},rtable_title,7,0@1136#1@22078,0.010329566
6,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22079,elite screens cinegray,electronics - general,,pvr135h1,,"-{'135', '-', 'series', '1069.0', 'vision', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22079,0.1324883
7,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22080,vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'prime', 'cinegray'}",rtable_title,7,0@1136#1@22080,0.0073821465
8,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22081,elite screens cinegray prime,electronics - general,,pvr135h1,,"-{'135', '-', 'series', '1069.0', 'vision', 'fixed', 'diagonal', 'frame', 'screen'}",rtable_title,7,0@1136#1@22081,0.11312044
9,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22082,series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'prime', 'vision', 'cinegray'}",rtable_title,7,0@1136#1@22082,0.009899205
10,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22083,elite screens cinegray prime vision,electronics - general,,pvr135h1,,"-{'135', '-', 'series', '1069.0', 'fixed', 'diagonal', 'frame', 'screen'}",rtable_title,7,0@1136#1@22083,0.072132565
11,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22084,fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'series', 'vision', 'cinegray', 'prime'}",rtable_title,7,0@1136#1@22084,0.0112556685
12,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22085,elite screens cinegray prime vision series,electronics - general,,pvr135h1,,"-{'135', '-', '1069.0', 'fixed', 'diagonal', 'frame', 'screen'}",rtable_title,7,0@1136#1@22085,0.046219744
13,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22086,frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'series', 'vision', 'cinegray', 'fixed', 'prime'}",rtable_title,7,0@1136#1@22086,0.018357558
14,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22087,elite screens cinegray prime vision series fixed,electronics - general,,pvr135h1,,"-{'135', '-', '1069.0', 'diagonal', 'frame', 'screen'}",rtable_title,7,0@1136#1@22087,0.029176185
15,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22088,screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'series', 'vision', 'cinegray', 'fixed', 'frame', 'prime'}",rtable_title,7,0@1136#1@22088,0.028423745
16,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22089,elite screens cinegray prime vision series fixed frame,electronics - general,,pvr135h1,,"-{'-', '1069.0', 'diagonal', 'screen', '135'}",rtable_title,7,0@1136#1@22089,0.01919675
17,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22090,- 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'series', 'vision', 'cinegray', 'fixed', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22090,0.0575726
18,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22091,elite screens cinegray prime vision series fixed frame screen,electronics - general,,pvr135h1,,"-{'-', '1069.0', 'diagonal', '135'}",rtable_title,7,0@1136#1@22091,0.012347911
19,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22092,135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'-', 'series', 'vision', 'cinegray', 'fixed', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22092,0.07979214
20,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22093,elite screens cinegray prime vision series fixed frame screen -,electronics - general,,pvr135h1,,"-{'diagonal', '1069.0', '135'}",rtable_title,7,0@1136#1@22093,0.008621301
21,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22094,diagonal elite screens 1069.0,electronics - general,,pvr135h1,,"-{'135', '-', 'series', 'vision', 'cinegray', 'fixed', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22094,0.124309786
22,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22095,elite screens cinegray prime vision series fixed frame screen - 135,electronics - general,,pvr135h1,,"-{'diagonal', '1069.0'}",rtable_title,7,0@1136#1@22095,0.0077303685
23,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22096,elite screens 1069.0,electronics - general,,pvr135h1,,"-{'135', '-', 'series', 'vision', 'cinegray', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22096,0.1324883
24,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22097,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,,pvr135h1,,-{'1069.0'},rtable_title,7,0@1136#1@22097,0.005943266
25,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22098,screens 1069.0,electronics - general,,pvr135h1,,"-{'135', 'elite', '-', 'series', 'vision', 'cinegray', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22098,0.22193427
26,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22099,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite,electronics - general,,pvr135h1,,-{'1069.0'},rtable_title,7,0@1136#1@22099,0.0070906584
27,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22100,1069.0,electronics - general,,pvr135h1,,"-{'135', 'elite', '-', 'series', 'vision', 'cinegray', 'screens', 'fixed', 'diagonal', 'frame', 'prime', 'screen'}",rtable_title,7,0@1136#1@22100,0.38305333
28,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22101,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens,electronics - general,,pvr135h1,,-{'1069.0'},rtable_title,7,0@1136#1@22101,0.007387774
29,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22102,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,- general,,pvr135h1,,-{'electronics'},rtable_category,8,0@1136#1@22102,0.0060330904
30,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22103,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics,,pvr135h1,,"-{'-', 'general'}",rtable_category,8,0@1136#1@22103,0.007451927
31,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22104,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,general,,pvr135h1,,"-{'-', 'electronics'}",rtable_category,8,0@1136#1@22104,0.0063437438
32,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,22105,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics -,,pvr135h1,,-{'general'},rtable_category,8,0@1136#1@22105,0.0066754445
0,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,,,,0@17384#1@17384,0.003951753
1,2554,ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,-{'cinegray'},ltable_title,1,0@2554#1@17384,0.003951753
2,2555,cinegray,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'series', 'fixed', 'ezframe', '150', '879.0', 'diagonal', 'frame', 'screen'}",ltable_title,1,0@2555#1@17384,0.06951468
3,2556,series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'ezframe', 'cinegray'}",ltable_title,1,0@2556#1@17384,0.003951753
4,2557,cinegray ezframe,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'series', 'fixed', '150', '879.0', 'diagonal', 'frame', 'screen'}",ltable_title,1,0@2557#1@17384,0.06951468
5,2558,fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'series', 'cinegray', 'ezframe'}",ltable_title,1,0@2558#1@17384,0.0045145946
6,2559,cinegray ezframe series,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'fixed', '150', '879.0', 'diagonal', 'frame', 'screen'}",ltable_title,1,0@2559#1@17384,0.04926176
7,2560,frame screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'series', 'cinegray', 'fixed', 'ezframe'}",ltable_title,1,0@2560#1@17384,0.0068382085
8,2561,cinegray ezframe series fixed,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', '150', '879.0', 'diagonal', 'frame', 'screen'}",ltable_title,1,0@2561#1@17384,0.03144363
9,2562,screen - 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'series', 'cinegray', 'fixed', 'ezframe', 'frame'}",ltable_title,1,0@2562#1@17384,0.01157978
10,2563,cinegray ezframe series fixed frame,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', '150', '879.0', 'diagonal', 'screen'}",ltable_title,1,0@2563#1@17384,0.018488178
11,2564,- 150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'series', 'cinegray', 'fixed', 'ezframe', 'frame', 'screen'}",ltable_title,1,0@2564#1@17384,0.029283714
12,2565,cinegray ezframe series fixed frame screen,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', '150', '879.0', 'diagonal'}",ltable_title,1,0@2565#1@17384,0.010262232
13,2566,150 diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'series', 'cinegray', 'fixed', 'ezframe', 'frame', 'screen'}",ltable_title,1,0@2566#1@17384,0.04332218
14,2567,cinegray ezframe series fixed frame screen -,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'150', '879.0', 'diagonal'}",ltable_title,1,0@2567#1@17384,0.0067053963
15,2568,diagonal 879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'series', 'cinegray', 'fixed', 'ezframe', '150', 'frame', 'screen'}",ltable_title,1,0@2568#1@17384,0.043101102
16,2569,cinegray ezframe series fixed frame screen - 150,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'diagonal', '879.0'}",ltable_title,1,0@2569#1@17384,0.0070401854
17,2570,879.0,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,"-{'-', 'series', 'cinegray', 'fixed', 'ezframe', '150', 'diagonal', 'frame', 'screen'}",ltable_title,1,0@2570#1@17384,0.06951468
18,2571,cinegray ezframe series fixed frame screen - 150 diagonal,projection screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,-{'879.0'},ltable_title,1,0@2571#1@17384,0.003951753
19,2572,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,screens,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,-{'projection'},ltable_category,2,0@2572#1@17384,0.008127345
20,2573,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection,elite,,,17384,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,projection screens,elite,,,-{'screens'},ltable_category,2,0@2573#1@17384,0.0041921656
,ltable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_id,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,diff,attr_name,attr_pos,id,match_score
0,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,,,,0@2020#1@2020,0.0016689417
1,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22074,da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,+set(),rtable_title,7,0@2020#1@22074,0.0016689417
2,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22075,da-lite,,,,,"-{'-', '27557', 'projection', 'rear', 'format', 'da-plex', 'x', 'electronics', 'av', '96', 'general', 'deluxe', 'screen', '6426.99'}",rtable_title,7,0@2020#1@22075,0.24908377
3,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22076,deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,-{'da-plex'},rtable_title,7,0@2020#1@22076,0.0016689417
4,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22077,da-lite da-plex,,,,,"-{'-', '27557', 'projection', 'rear', 'format', 'x', 'electronics', 'av', '96', 'general', 'deluxe', 'screen', '6426.99'}",rtable_title,7,0@2020#1@22077,0.24908377
5,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22078,rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'da-plex', 'deluxe'}",rtable_title,7,0@2020#1@22078,0.001660045
6,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22079,da-lite da-plex deluxe,,,,,"-{'-', '27557', 'projection', 'rear', 'format', 'x', 'electronics', 'av', '96', 'general', 'screen', '6426.99'}",rtable_title,7,0@2020#1@22079,0.2534096
7,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22080,projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'deluxe', 'da-plex', 'rear'}",rtable_title,7,0@2020#1@22080,0.0018268452
8,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22081,da-lite da-plex deluxe rear,,,,,"-{'-', '27557', 'projection', 'format', 'x', 'electronics', 'av', '96', 'general', 'screen', '6426.99'}",rtable_title,7,0@2020#1@22081,0.1693713
9,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22082,screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'deluxe', 'rear'}",rtable_title,7,0@2020#1@22082,0.0046148566
10,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22083,da-lite da-plex deluxe rear projection,,,,,"-{'-', '27557', 'format', 'x', 'electronics', 'av', '96', 'general', 'screen', '6426.99'}",rtable_title,7,0@2020#1@22083,0.04220441
11,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22084,- 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'deluxe', 'rear', 'screen'}",rtable_title,7,0@2020#1@22084,0.02049109
12,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22085,da-lite da-plex deluxe rear projection screen,,,,,"-{'-', '27557', 'format', 'x', 'electronics', 'av', '96', 'general', '6426.99'}",rtable_title,7,0@2020#1@22085,0.01504306
13,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22086,96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'deluxe', 'rear', 'screen'}",rtable_title,7,0@2020#1@22086,0.038374163
14,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22087,da-lite da-plex deluxe rear projection screen -,,,,,"-{'27557', 'format', 'x', 'electronics', 'av', '96', 'general', '6426.99'}",rtable_title,7,0@2020#1@22087,0.0064977435
15,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22088,x 96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'deluxe', 'rear', 'screen'}",rtable_title,7,0@2020#1@22088,0.06988445
16,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22089,da-lite da-plex deluxe rear projection screen - 96,,,,,"-{'27557', 'format', 'electronics', 'x', 'av', 'general', '6426.99'}",rtable_title,7,0@2020#1@22089,0.0041198055
17,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22090,96 av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'x', 'deluxe', 'rear', 'screen'}",rtable_title,7,0@2020#1@22090,0.23226768
18,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22091,da-lite da-plex deluxe rear projection screen - 96 x,,,,,"-{'27557', 'format', 'electronics', 'av', 'general', '6426.99'}",rtable_title,7,0@2020#1@22091,0.0017693274
19,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22092,av format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'da-plex', 'x', 'deluxe', '96', 'rear', 'screen'}",rtable_title,7,0@2020#1@22092,0.271275
20,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22093,da-lite da-plex deluxe rear projection screen - 96 x 96,,,,,"-{'27557', 'format', 'electronics', 'av', 'general', '6426.99'}",rtable_title,7,0@2020#1@22093,0.0016140982
21,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22094,format electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'rear', 'da-plex', 'x', 'av', '96', 'deluxe', 'screen'}",rtable_title,7,0@2020#1@22094,0.21498843
22,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22095,da-lite da-plex deluxe rear projection screen - 96 x 96 av,,,,,"-{'27557', 'format', 'electronics', 'general', '6426.99'}",rtable_title,7,0@2020#1@22095,0.0015606455
23,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22096,electronics - general da-lite 27557 6426.99,,,,,"-{'projection', 'rear', 'format', 'da-plex', 'x', 'av', '96', 'deluxe', 'screen'}",rtable_title,7,0@2020#1@22096,0.27310997
24,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22097,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,,,,,"-{'27557', 'electronics', 'general', '6426.99'}",rtable_title,7,0@2020#1@22097,0.0013270924
25,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22098,- general da-lite 27557 6426.99,,,,,"-{'projection', 'rear', 'format', 'da-plex', 'x', 'electronics', 'av', '96', 'deluxe', 'screen'}",rtable_title,7,0@2020#1@22098,0.39416498
26,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22099,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics,,,,,"-{'27557', 'general', '6426.99'}",rtable_title,7,0@2020#1@22099,0.0016604806
27,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,,,,,22100,general da-lite 27557 6426.99,,,,,"-{'-', 'projection', 'rear', 'format', 'da-plex', 'x', 'electronics', 'av', '96', 'deluxe', 'screen'}",rtable_title,7,0@2020#1@22100,0.25359407
